recno,HIP,B-V,Vmag,SMW,e_SMW,log(R'HK),vsini,RV,e_RV,Uvel,e_Uvel,Vvel,e_Vvel,Wvel,e_Wvel,_RA,_DE
20,2542,0.537,8.69,0.146,0.004,-5.07,3.1,-0.4,1.7,-19.8,2.1,-16.4,1.8,0.3,1.5,8.0,-52.0
56,6074,0.66,9.43,0.147,0.004,-5.09,3.6,21.5,1.7,-25.9,4.3,-21.4,2.2,-19.0,1.6,19.0,-49.0
62,6422,0.539,8.65,0.156,0.004,-4.98,2.0,30.6,1.7,51.5,4.0,-28.9,1.6,-15.6,1.9,21.0,-48.0
113,10725,0.638,8.51,0.299,0.006,-4.51,2.9,-0.7,1.7,-41.9,1.8,-9.5,0.9,4.4,1.5,35.0,-51.0
101,9883,0.695,9.21,0.142,0.004,-5.13,2.5,-30.0,1.6,9.5,1.1,-13.1,2.7,39.6,1.9,32.0,-48.0
125,11514,0.67,8.66,0.188,0.004,-4.86,1.8,18.5,1.6,-15.3,0.8,-20.2,1.0,-9.7,1.5,37.0,-45.0
102,10061,0.695,8.23,0.139,0.004,-5.16,3.2,6.4,1.7,-32.2,2.2,-12.3,0.9,0.1,1.6,32.0,-41.0
105,10325,0.86,8.68,0.128,0.003,-5.22,2.7,19.7,1.6,41.2,3.6,-78.4,6.1,4.2,2.4,33.0,-40.0
107,10426,0.74,9.04,0.267,0.006,-4.65,3.4,15.7,1.7,-79.4,9.1,-46.8,4.9,10.1,3.3,34.0,-37.0
16,1977,0.564,8.68,0.154,0.004,-5.01,3.0,2.1,1.7,-45.0,3.9,-40.4,3.4,-2.8,1.5,6.0,-51.0
27,3148,0.584,8.76,0.277,0.006,-4.53,3.0,5.1,1.7,-27.4,2.5,9.1,1.0,-14.2,1.8,10.0,-47.0
23,2864,0.551,8.83,0.16,0.004,-4.96,2.1,51.9,1.7,55.1,4.2,0.7,1.1,-43.3,1.7,9.0,-43.0
45,5311,0.561,9.37,0.179,0.004,-4.85,2.7,-23.9,1.7,-12.6,1.4,7.1,0.5,22.3,1.6,17.0,-38.0
15,1970,0.843,7.63,0.236,0.005,-4.81,3.2,1.2,1.7,-34.5,2.8,-18.0,1.5,-5.6,1.6,6.0,-42.0
4,599,0.599,8.23,0.157,0.004,-5.0,1.2,10.1,1.6,15.8,0.9,11.1,0.8,-7.9,1.6,2.0,-42.0
8,1173,0.657,9.18,0.172,0.004,-4.93,1.7,18.8,1.6,-1.8,0.7,-24.1,2.2,-16.8,1.6,4.0,-40.0
34,3643,0.569,8.63,0.165,0.004,-4.94,2.6,0.0,1.7,20.2,1.1,-14.4,0.8,3.6,1.7,12.0,-36.0
21,2574,0.735,8.9,0.148,0.004,-5.09,2.4,-25.4,1.6,-31.5,3.5,-12.9,1.9,22.6,1.7,8.0,-35.0
19,2318,0.602,8.82,0.173,0.004,-4.9,1.4,-11.5,1.6,17.7,1.5,3.9,0.3,14.0,1.6,7.0,-36.0
73,7167,0.592,9.03,0.203,0.005,-4.76,1.8,20.3,1.6,-8.7,0.6,-8.1,0.5,-18.8,1.6,23.0,-37.0
78,7693,0.676,8.94,0.151,0.004,-5.06,3.3,26.0,1.7,26.0,3.6,-59.8,7.1,-16.9,2.0,25.0,-33.0
53,6011,0.542,8.2,0.175,0.004,-4.87,4.0,9.7,1.7,15.0,0.9,-0.8,0.3,-9.8,1.7,19.0,-35.0
95,9346,0.627,8.4,0.139,0.003,-5.15,4.5,5.1,1.7,1.2,0.5,2.4,0.6,-6.0,1.7,30.0,-32.0
103,10090,0.766,8.94,0.139,0.004,-5.16,2.7,8.7,1.6,73.2,8.2,-62.5,6.6,-9.1,1.6,32.0,-31.0
81,7823,0.584,8.57,0.158,0.004,-4.99,,23.5,1.6,-17.6,1.2,-56.5,4.0,-12.1,1.8,25.0,-32.0
42,4981,0.577,9.11,0.165,0.004,-4.94,1.6,-6.6,1.6,2.9,0.3,9.2,0.7,5.8,1.6,16.0,-32.0
49,5740,0.603,9.37,0.156,0.004,-5.01,2.2,-13.7,1.7,6.3,0.7,-15.6,1.7,15.0,1.6,18.0,-30.0
52,5831,0.662,9.12,0.157,0.004,-5.02,2.0,-38.2,1.6,-19.1,2.1,3.2,0.3,39.1,1.6,19.0,-29.0
55,6044,0.724,9.3,0.138,0.004,-5.17,2.9,-3.2,1.7,-29.4,5.6,-10.1,2.0,6.3,1.7,19.0,-27.0
58,6125,0.797,8.72,0.148,0.004,-5.1,3.0,31.5,1.6,-64.8,10.2,-22.6,3.5,-24.3,2.0,20.0,-26.0
60,6197,0.701,8.41,0.213,0.005,-4.78,1.6,9.3,1.6,21.5,1.4,-21.8,1.3,-11.1,1.6,20.0,-25.0
57,6100,0.807,7.93,0.144,0.004,-5.12,3.2,-3.3,1.7,8.0,0.8,-50.1,5.0,2.7,1.6,20.0,-23.0
68,6990,0.656,8.01,0.149,0.004,-5.08,2.7,30.4,1.6,-22.4,1.0,-32.1,1.8,-26.3,1.6,22.0,-23.0
75,7396,0.78,8.77,0.186,0.004,-4.92,1.4,5.1,1.6,-11.5,0.5,-23.8,0.9,-2.4,1.6,24.0,-21.0
69,6993,0.761,8.4,0.13,0.004,-5.23,3.0,22.8,1.7,22.2,2.2,-56.5,4.5,-29.0,1.7,23.0,-20.0
139,13908,0.651,8.42,0.147,0.004,-5.09,3.0,7.6,1.7,7.6,0.6,-18.0,1.1,-0.8,1.5,45.0,-41.0
149,14973,0.592,8.28,0.149,0.004,-5.05,3.7,-14.5,1.7,47.3,2.4,-6.9,1.0,6.3,1.5,48.0,-37.0
152,15815,0.611,8.5,0.149,0.004,-5.06,2.4,-26.5,1.7,65.2,5.0,5.9,0.8,-1.2,2.5,51.0,-29.0
128,11973,0.53,8.59,0.16,0.004,-4.95,,-8.4,1.6,-2.0,0.5,-7.5,0.9,12.3,1.5,39.0,-34.0
116,10973,0.652,9.28,0.161,0.004,-4.99,2.2,12.0,1.6,33.5,3.3,-111.2,9.8,9.1,2.4,35.0,-31.0
121,11363,0.58,8.84,0.16,0.004,-4.97,2.5,80.2,1.7,-47.1,2.7,-67.2,4.7,-55.0,2.5,37.0,-29.0
140,14122,0.535,8.85,0.152,0.004,-5.01,2.8,53.2,1.7,-89.5,7.8,-11.8,0.7,-17.0,3.6,46.0,-25.0
161,16783,0.784,8.85,0.241,0.005,-4.75,2.0,-2.9,1.6,20.1,1.4,10.5,0.8,-13.3,1.6,54.0,-24.0
178,19191,0.794,8.13,0.142,0.004,-5.13,1.9,15.9,1.6,-19.8,1.5,-106.6,10.6,56.4,7.2,62.0,-22.0
175,18527,0.899,8.87,0.515,0.01,-4.46,3.6,28.1,1.6,-38.7,1.5,-11.9,0.6,-2.3,1.5,59.0,-20.0
153,15989,0.732,8.41,0.149,0.004,-5.08,2.7,58.1,1.6,-75.7,3.4,-21.8,0.6,-17.8,2.4,51.0,-22.0
151,15376,0.766,9.22,0.18,0.004,-4.94,1.0,-8.6,1.6,-41.1,2.7,10.8,0.7,29.7,1.8,50.0,-22.0
150,15012,0.662,9.32,0.17,0.004,-4.94,1.3,38.8,1.6,-53.4,3.1,-41.6,2.6,-3.0,2.9,48.0,-22.0
172,17903,0.817,8.89,0.472,0.009,-4.41,6.7,11.2,1.8,-14.2,1.2,-5.0,0.6,-1.2,1.3,57.0,-14.0
166,17265,0.751,8.25,0.163,0.004,-5.01,1.6,1.7,1.6,2.3,1.0,-54.5,1.9,12.2,1.3,55.0,-11.0
110,10543,0.634,8.36,0.153,0.004,-5.04,4.1,-8.0,1.7,-19.7,1.6,3.9,0.4,13.6,1.7,34.0,-25.0
115,10870,0.556,8.52,0.147,0.004,-5.06,1.7,-10.9,1.7,20.6,2.1,3.6,0.5,4.3,1.7,35.0,-24.0
120,11359,0.704,8.65,0.204,0.005,-4.81,2.1,-12.2,1.6,43.0,2.1,-21.1,1.3,2.4,1.6,37.0,-24.0
104,10190,0.577,8.5,0.149,0.004,-5.05,3.5,37.6,1.7,-9.2,0.6,-50.2,4.6,-28.4,1.8,33.0,-25.0
98,9769,0.795,8.95,0.163,0.004,-5.02,1.4,40.6,1.6,-67.3,3.8,-72.4,4.4,-14.0,2.3,31.0,-24.0
99,9774,0.885,8.55,0.181,0.004,-4.99,4.5,40.6,1.7,-66.6,4.7,-71.5,5.6,-14.3,2.6,31.0,-24.0
93,9029,0.571,8.25,0.149,0.004,-5.05,4.2,45.0,1.7,-42.5,3.3,-50.5,4.5,-30.4,2.1,29.0,-25.0
119,11324,0.511,9.48,0.196,0.004,-4.76,,29.8,1.5,-17.3,5.3,-3.9,2.3,-25.1,13.2,36.0,-21.0
122,11398,0.585,9.36,0.174,0.004,-4.89,2.1,14.9,1.6,17.0,2.3,-0.7,0.4,-23.7,1.8,37.0,-17.0
131,12839,0.803,8.71,0.133,0.003,-5.19,2.9,37.6,1.6,-15.9,0.9,-43.8,5.7,-27.0,1.7,41.0,-18.0
88,8507,0.658,8.89,0.165,0.004,-4.97,1.3,-9.7,1.6,-6.8,0.8,-3.0,0.3,12.1,1.6,27.0,-19.0
83,8060,0.564,8.43,0.313,0.006,-4.44,11.0,12.3,2.1,-24.4,1.7,-9.4,0.7,-6.4,2.0,26.0,-19.0
82,7934,0.64,8.93,0.155,0.004,-5.02,2.6,-14.8,1.6,36.1,3.4,-18.1,1.9,5.0,1.9,25.0,-17.0
91,8881,0.887,9.15,0.489,0.009,-4.47,2.8,-1.2,1.6,-24.1,1.2,-51.5,2.3,8.8,1.6,29.0,-16.0
111,10545,0.593,8.77,0.162,0.004,-4.96,0.7,-17.7,1.6,42.1,2.7,-12.3,1.0,2.5,1.8,34.0,-16.0
117,10990,0.684,8.13,0.144,0.004,-5.11,4.0,0.4,1.7,2.0,0.8,-26.8,3.4,0.4,1.5,35.0,-16.0
123,11501,0.684,8.73,0.141,0.004,-5.14,2.2,17.5,1.6,-3.5,0.9,-29.5,3.2,-15.8,1.5,37.0,-14.0
97,9692,0.566,8.66,0.213,0.005,-4.71,4.4,-2.3,1.7,-3.2,1.7,0.7,1.0,3.7,1.7,31.0,-16.0
100,9837,0.612,8.06,0.14,0.003,-5.13,3.1,2.8,1.7,49.9,4.4,1.6,0.3,-22.8,2.3,32.0,-14.0
96,9404,0.746,8.76,0.164,0.004,-5.0,0.7,15.8,1.6,-51.1,2.3,-8.9,0.5,2.7,1.7,30.0,-13.0
144,14648,0.679,8.97,0.25,0.005,-4.65,1.7,-3.5,1.6,39.1,3.3,-23.8,2.1,-14.5,2.0,47.0,-16.0
142,14250,0.677,9.27,0.184,0.004,-4.88,1.4,0.5,1.6,-1.5,1.0,-32.7,4.5,6.6,1.7,46.0,-15.0
135,13724,0.751,8.21,0.144,0.004,-5.12,2.6,56.8,1.6,-47.7,1.6,-6.9,0.3,-36.8,1.6,44.0,-13.0
160,16770,0.669,8.64,0.157,0.004,-5.02,1.9,-37.0,1.6,79.2,3.9,-22.5,2.0,-14.2,3.1,54.0,-9.0
145,14684,0.81,8.48,0.476,0.009,-4.4,6.2,14.2,1.8,-5.1,1.1,-28.9,1.4,-9.7,1.4,47.0,-10.0
146,14684,0.81,8.48,0.476,0.009,-4.4,6.4,,,,,,,,,47.0,-10.0
147,14774,0.551,8.06,0.182,0.004,-4.84,1.8,21.4,1.7,-25.6,1.5,-15.3,1.2,-5.3,1.6,48.0,-7.0
286,32897,0.608,8.69,0.167,0.004,-4.94,2.6,-42.6,1.7,-70.7,2.7,8.6,1.7,7.3,1.0,103.0,-89.0
492,54114,0.809,8.87,0.346,0.008,-4.56,3.7,0.1,1.7,-46.2,2.1,-21.1,1.7,-9.4,0.6,166.0,-79.0
453,51500,0.696,8.51,0.152,0.004,-5.06,3.2,17.7,1.7,-59.4,4.5,-52.4,2.9,8.7,1.1,158.0,-78.0
463,52461,0.753,8.65,0.164,0.004,-5.0,2.8,30.6,1.7,27.6,1.0,-21.3,1.5,-2.2,0.5,161.0,-77.0
408,47135,0.588,8.59,0.38,0.007,-4.34,,,,,,,,,,144.0,-78.0
313,36187,0.618,9.15,0.157,0.004,-5.0,2.4,47.2,1.7,36.5,1.4,-39.9,1.4,-2.6,1.3,112.0,-81.0
323,37411,0.559,8.84,0.15,0.004,-5.03,2.0,24.7,1.7,-29.4,2.4,-41.2,1.9,4.7,1.2,115.0,-77.0
350,39589,0.66,9.11,0.169,0.004,-4.95,3.0,10.6,1.7,-37.5,2.6,-16.3,1.6,-17.3,1.1,121.0,-74.0
383,43449,0.574,8.53,0.2,0.004,-4.76,5.7,10.5,1.8,-18.8,1.2,-16.5,1.6,-4.1,0.6,133.0,-74.0
389,44255,0.593,8.92,0.149,0.004,-5.05,2.7,4.6,1.7,-16.9,1.4,-9.5,1.6,-0.5,0.5,135.0,-70.0
537,58180,0.705,8.59,0.356,0.007,-4.46,4.1,8.4,1.7,-4.6,0.8,-11.5,1.4,-4.0,0.4,179.0,-77.0
505,55300,0.765,8.53,0.334,0.007,-4.54,3.2,-12.9,1.7,-52.2,2.9,-8.3,1.9,-12.4,1.0,170.0,-74.0
535,57999,0.51,9.15,0.153,0.004,-5.0,2.6,0.5,1.7,12.0,1.3,3.4,1.5,11.4,1.1,178.0,-73.0
455,51611,0.696,9.02,0.166,0.004,-4.98,2.4,-0.3,1.7,-9.0,0.8,1.6,1.5,-21.2,1.2,158.0,-72.0
454,51608,0.599,8.4,0.154,0.004,-5.02,2.7,-0.3,1.7,-8.9,0.8,1.5,1.5,-20.7,1.1,158.0,-72.0
437,50121,0.778,8.09,0.192,0.005,-4.9,3.2,-14.0,1.7,-32.8,1.6,9.0,1.5,-25.8,1.6,153.0,-73.0
470,52986,0.661,9.41,0.166,0.004,-4.96,4.3,77.1,1.7,98.7,4.9,-47.8,2.2,24.6,2.8,163.0,-71.0
483,53321,0.505,9.02,0.17,0.004,-4.89,1.6,27.8,1.6,-11.9,1.6,-35.9,1.6,-0.7,0.4,164.0,-71.0
487,53534,0.8,9.27,0.159,0.004,-5.05,3.0,26.2,1.7,2.4,1.1,-26.5,1.5,-8.1,0.6,164.0,-70.0
474,53023,0.549,8.24,0.139,0.003,-5.13,5.3,-4.4,1.8,-60.6,3.9,-17.1,2.1,-17.3,1.2,163.0,-68.0
412,47418,0.678,9.15,0.162,0.004,-5.0,1.9,24.8,1.6,9.2,0.5,-23.0,1.6,-3.4,0.4,145.0,-65.0
403,46384,0.62,9.26,0.216,0.005,-4.72,3.9,6.5,1.7,-29.5,2.6,-12.2,1.7,-4.4,0.5,142.0,-63.0
436,50020,0.637,7.89,0.166,0.004,-4.96,5.0,29.6,1.7,-48.6,3.8,-43.4,1.9,-19.9,1.1,153.0,-64.0
431,49644,0.705,8.83,0.321,0.006,-4.52,3.3,18.1,1.7,-43.6,1.9,-28.2,1.7,-8.5,0.3,152.0,-58.0
282,32735,0.737,8.93,0.158,0.004,-5.04,3.2,-12.7,1.7,-24.2,1.3,5.7,1.5,4.3,0.7,102.0,-75.0
252,28941,0.9,9.1,0.145,0.004,-5.14,2.7,36.2,1.6,87.7,2.9,-13.3,1.5,-15.2,0.8,92.0,-73.0
276,31692,0.742,8.71,0.223,0.005,-4.77,2.2,17.3,1.6,-55.5,5.6,-17.7,1.5,-26.2,1.9,99.0,-71.0
301,35052,0.656,8.08,0.166,0.004,-4.96,5.2,18.5,1.7,44.5,1.7,-8.2,1.6,-11.6,0.7,109.0,-68.0
364,41217,0.68,9.47,0.154,0.004,-5.05,2.3,71.2,1.7,72.0,5.3,-49.3,2.2,-30.1,1.0,126.0,-70.0
342,39242,0.595,7.71,0.15,0.004,-5.05,2.6,14.6,1.7,-17.5,0.8,-23.4,1.6,9.5,0.7,120.0,-70.0
335,38576,0.661,9.45,0.157,0.004,-5.02,2.6,43.0,1.6,-78.3,7.1,-50.8,1.8,-31.2,1.5,118.0,-69.0
337,38809,0.541,8.43,0.157,0.004,-4.98,8.1,6.8,1.9,-38.3,2.8,-15.2,1.9,2.7,0.8,119.0,-68.0
334,38574,0.696,8.91,0.157,0.004,-5.03,3.3,20.2,1.7,3.8,0.4,-22.9,1.6,5.0,1.1,118.0,-67.0
319,36866,0.853,8.79,0.361,0.013,-4.58,3.1,44.3,1.7,-41.6,1.6,-51.6,1.6,-6.2,0.6,114.0,-67.0
336,38645,0.739,9.26,0.163,0.004,-5.01,4.6,32.2,1.7,-61.1,4.7,-42.2,1.8,-4.7,0.7,119.0,-66.0
363,41010,0.652,9.23,0.162,0.004,-4.99,2.8,30.3,1.7,-49.5,4.3,-43.3,1.9,10.7,1.6,126.0,-65.0
262,30037,0.655,9.16,0.157,0.004,-5.02,2.0,49.2,1.6,-21.1,1.7,-41.1,1.4,-34.6,1.0,95.0,-69.0
272,31134,0.781,8.27,0.176,0.004,-4.96,2.8,42.4,1.7,62.3,1.0,-22.1,1.5,-31.5,0.8,98.0,-69.0
294,33503,0.592,9.39,0.226,0.005,-4.68,2.6,19.1,1.7,28.0,1.9,-17.0,1.5,-3.2,0.8,104.0,-65.0
293,33388,0.549,8.89,0.164,0.004,-4.93,3.3,28.9,1.7,11.7,0.5,-34.7,1.6,9.2,1.2,104.0,-65.0
300,34877,0.754,8.91,0.161,0.004,-5.02,2.7,20.9,1.6,18.2,0.9,-22.4,1.5,2.0,0.8,108.0,-62.0
340,39088,0.831,9.25,0.201,0.005,-4.9,2.7,3.5,1.6,5.2,0.3,-0.1,1.6,-12.1,0.6,120.0,-59.0
322,37358,0.539,8.69,0.147,0.004,-5.05,2.5,1.7,1.7,2.8,0.4,-0.3,1.6,-4.7,0.6,115.0,-59.0
329,37923,0.787,8.27,0.431,0.008,-4.42,3.1,17.2,1.7,-19.3,2.5,-18.0,1.6,-2.3,0.8,117.0,-60.0
332,38131,0.63,8.96,0.166,0.004,-4.95,2.2,5.6,1.7,-30.1,1.9,4.8,1.7,-38.4,2.4,117.0,-56.0
375,42796,0.592,9.31,0.182,0.004,-4.85,5.7,8.4,1.8,-34.8,2.9,-14.5,1.8,1.6,0.5,131.0,-63.0
386,44152,0.566,8.91,0.281,0.006,-4.51,8.6,-3.3,1.9,15.2,1.0,4.8,1.9,-4.7,0.4,135.0,-55.0
419,48133,0.894,7.91,0.214,0.005,-4.91,2.4,-0.4,1.6,-40.2,0.9,-4.5,1.6,4.1,0.1,147.0,-53.0
366,41353,0.527,8.74,0.164,0.004,-4.93,1.9,6.6,1.7,-0.9,0.2,-3.3,1.6,-17.5,0.9,127.0,-58.0
382,43374,0.691,9.2,0.177,0.004,-4.92,1.4,-8.6,1.6,4.8,0.4,6.7,1.6,17.2,1.0,133.0,-56.0
367,41659,0.77,9.49,0.165,0.004,-5.01,1.0,62.9,1.6,-87.0,4.1,-52.3,1.7,-76.5,3.1,127.0,-54.0
398,44811,0.575,7.72,0.163,0.004,-4.95,2.6,-1.5,1.7,10.1,0.3,2.6,1.7,-25.7,0.7,137.0,-50.0
376,42847,0.64,8.86,0.173,0.004,-4.92,2.2,24.6,1.7,-28.8,1.4,-22.0,1.7,-9.9,0.5,131.0,-46.0
381,43371,0.772,9.5,0.382,0.007,-4.47,2.4,6.5,1.6,-3.5,0.6,-6.2,4.9,-4.8,0.5,133.0,-46.0
489,53657,0.604,8.7,0.162,0.004,-4.97,2.8,26.9,1.7,45.6,2.1,-12.6,1.7,18.9,1.0,165.0,-57.0
490,53719,0.878,8.62,0.183,0.004,-4.98,2.4,96.1,1.6,-24.0,1.8,-111.4,1.7,-44.4,1.6,165.0,-57.0
530,57739,0.678,9.33,0.153,0.004,-5.05,2.2,55.4,1.6,-9.8,4.0,-64.8,2.3,14.2,1.3,178.0,-58.0
521,57285,0.573,8.7,0.304,0.006,-4.47,,,,,,,,,,176.0,-58.0
522,57331,0.755,9.38,0.152,0.004,-5.07,2.7,-0.5,1.7,-73.6,8.2,-33.0,4.0,-8.1,1.0,176.0,-58.0
539,58387,0.619,9.22,0.316,0.006,-4.47,5.4,0.0,1.7,-8.4,1.1,-5.1,1.6,-8.5,0.8,180.0,-55.0
464,52500,0.744,9.03,0.159,0.004,-5.03,2.6,40.1,1.7,-18.1,2.7,-47.5,1.8,-13.3,1.5,161.0,-55.0
456,51655,0.618,9.22,0.171,0.004,-4.92,2.0,-25.1,1.6,-2.5,0.4,25.3,1.6,-0.4,0.4,158.0,-48.0
446,51078,0.643,7.51,0.159,0.004,-5.0,4.6,19.4,1.7,-32.2,1.6,-22.6,1.7,10.0,0.4,157.0,-46.0
465,52629,0.579,8.99,0.161,0.004,-4.97,2.4,23.5,1.7,10.3,0.6,-19.3,1.6,14.8,0.9,161.0,-46.0
512,56413,0.726,8.17,0.197,0.005,-4.85,2.3,18.6,1.6,-32.9,1.7,-40.3,1.8,-35.0,1.6,173.0,-49.0
538,58226,0.69,9.16,0.228,0.005,-4.73,3.8,30.5,1.7,-26.3,4.0,-47.1,2.5,-5.2,1.2,179.0,-51.0
534,57931,0.86,9.4,0.156,0.004,-5.08,2.6,-4.7,1.6,-18.8,1.4,-3.6,1.6,-3.5,0.4,178.0,-50.0
527,57552,0.61,8.69,0.209,0.005,-4.74,3.0,8.3,1.7,5.7,0.6,-12.9,1.6,-20.6,1.8,177.0,-47.0
541,58401,0.78,8.91,0.171,0.004,-4.98,1.8,159.8,1.6,-31.0,3.0,-199.2,2.4,-6.2,2.1,180.0,-42.0
519,57177,0.548,9.02,0.179,0.004,-4.85,2.8,18.1,1.7,30.2,1.9,-18.1,1.5,-19.3,2.0,176.0,-40.0
488,53647,0.66,8.65,0.154,0.004,-5.04,3.1,-2.3,1.7,6.3,0.8,-4.9,1.7,-26.1,2.5,165.0,-40.0
477,53101,0.719,9.21,0.16,0.004,-5.02,4.5,31.8,1.7,84.8,9.2,-21.3,1.9,-1.0,1.4,163.0,-39.0
508,55618,0.645,9.36,0.152,0.004,-5.04,2.2,88.5,1.6,49.6,4.0,-63.9,2.7,53.1,3.1,171.0,-39.0
498,54724,0.837,9.5,0.17,0.004,-5.01,2.6,47.0,1.6,-39.8,4.2,-64.5,2.4,-11.3,2.5,168.0,-38.0
501,54884,0.552,9.19,0.154,0.003,-5.01,2.8,-8.9,1.7,-46.9,5.0,0.7,1.7,1.4,0.9,169.0,-36.0
423,48476,0.568,8.77,0.185,0.004,-4.83,6.6,-12.1,1.8,0.1,0.4,11.7,1.8,-10.5,0.8,148.0,-51.0
422,48471,0.664,9.33,0.16,0.004,-5.0,2.1,-3.9,1.6,8.5,0.8,1.3,1.7,-53.4,4.5,148.0,-50.0
433,49736,0.654,9.2,0.219,0.005,-4.73,3.7,4.6,1.7,-11.2,1.0,-7.6,1.7,-13.7,1.2,152.0,-48.0
424,48583,0.708,8.17,0.154,0.004,-5.05,3.4,22.0,1.7,8.5,0.5,-18.6,1.7,25.8,1.4,149.0,-46.0
425,48637,0.519,8.16,0.158,0.004,-4.96,2.5,37.8,1.7,-100.6,6.6,-43.5,1.7,-22.0,1.9,149.0,-41.0
434,49793,0.59,8.07,0.168,0.004,-4.93,1.8,110.3,1.6,-103.2,4.2,-100.6,1.6,51.3,1.0,152.0,-37.0
396,44698,0.578,8.94,0.15,0.004,-5.04,3.1,38.3,1.7,-17.0,1.1,-38.2,1.7,-20.0,1.9,137.0,-42.0
416,47947,0.558,7.93,0.162,0.004,-4.95,3.1,-0.5,1.7,-1.3,0.1,6.3,1.7,33.3,1.5,147.0,-41.0
411,47255,0.664,7.74,0.165,0.004,-4.97,3.1,36.6,1.7,-28.0,0.9,-34.5,1.6,3.5,0.3,144.0,-37.0
405,46649,0.698,8.98,0.344,0.007,-4.47,3.8,7.5,1.7,-25.9,2.2,-7.4,1.6,-13.1,1.3,143.0,-37.0
482,53314,0.59,8.6,0.16,0.004,-4.97,3.5,4.3,1.7,-19.8,1.9,-16.4,1.9,-22.3,2.3,164.0,-35.0
495,54285,0.608,8.39,0.165,0.004,-4.95,2.9,18.6,1.7,-71.2,5.0,-33.8,1.9,-6.5,1.3,167.0,-30.0
469,52939,0.559,7.86,0.147,0.004,-5.06,3.0,8.2,1.7,-25.0,1.7,-18.9,1.7,-16.7,1.5,162.0,-30.0
467,52828,0.536,7.88,0.172,0.004,-4.88,3.6,20.6,1.7,-27.9,1.2,-28.5,1.6,-7.8,1.1,162.0,-26.0
484,53416,0.561,8.5,0.161,0.004,-4.96,2.6,31.1,1.7,-57.8,3.9,-48.7,2.0,-17.1,2.3,164.0,-26.0
429,49531,0.62,9.22,0.163,0.004,-4.97,1.7,-3.6,1.6,4.6,0.6,-16.1,2.5,-51.9,5.2,152.0,-30.0
438,50458,0.827,8.5,0.142,0.004,-5.14,2.9,71.6,1.7,-55.7,5.2,-71.4,1.6,7.1,2.4,155.0,-27.0
443,50839,0.656,8.32,0.151,0.004,-5.06,3.9,11.3,1.7,-33.5,2.4,-11.4,1.5,-1.3,0.8,156.0,-28.0
450,51297,0.813,8.86,0.179,0.004,-4.96,2.4,30.1,1.6,66.4,2.3,-31.3,1.5,9.5,0.7,157.0,-27.0
451,51494,0.692,9.24,0.154,0.002,-5.05,2.6,-10.8,1.7,19.6,1.9,8.2,1.5,-6.4,0.8,158.0,-27.0
452,51494,0.692,9.24,0.161,0.004,-5.0,2.6,-10.8,1.7,19.6,1.9,8.2,1.5,-6.4,0.8,158.0,-27.0
449,51293,0.547,8.93,0.156,0.004,-4.99,2.5,-41.1,1.7,-46.2,4.8,37.9,1.5,-22.7,0.9,157.0,-24.0
