main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
* del Eri,55.81208699458334,-9.763391234444445,HD  23249,GJ   150,HIP  17378,,K0+IV,1989ApJS...71..245K,110.61,0.22,2007A&A...474..653V,3.54,,2002yCat.2237....0D,3.1347,0.0037,2018yCat.1345....0G,2.32,,2002yCat.2237....0D,2.82,,2002yCat.2237....0D,1.98,,2002yCat.2237....0D
CD-31  9113,173.86228087418166,-32.539967504052214,,GJ   433,HIP  56528,,M2V,2002AJ....123.2002H,110.2908,0.0444,2018yCat.1345....0G,9.813,,2010MNRAS.403.1949K,8.8914,4.0E-4,2018yCat.1345....0G,7.664,,2010MNRAS.403.1949K,8.821,,2010MNRAS.403.1949K,6.471,0.018,2003yCat.2246....0C
V* V374 Peg,330.3046804608944,28.3069202894049,,GJ  4247,HIP 108706,,M3.5Ve,2015AJ....149..106D,109.8412,0.0593,2018yCat.1345....0G,12.005,0.05,2012yCat.1322....0Z,10.6319,0.0011,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.602,0.03,2012yCat.1322....0Z,7.635,0.026,2003yCat.2246....0C
HD 103095,178.2448682506475,37.7186778007958,HD 103095,GJ   451,HIP  57939,,K1V_Fe-1.5,2003AJ....126.2048G,108.9551,0.049,2018yCat.1345....0G,6.45,,2002yCat.2237....0D,6.182,3.0E-4,2018yCat.1345....0G,5.35,,2002yCat.2237....0D,5.8,,2002yCat.2237....0D,4.937,0.196,2003yCat.2246....0C
Ross 1015,205.6802884038731,33.2900903064835,,GJ  3801,HIP  66906,,M4V,1995AJ....110.1838R,108.8253,0.0442,2018yCat.1345....0G,13.896,0.006,2000A&A...355L..27H,10.7115,5.0E-4,2018yCat.1345....0G,,,,11.672,0.04,2012yCat.1322....0Z,7.787,0.02,2003yCat.2246....0C
LP  776-46,75.83368425905874,-17.373534067220557,,GJ  3325,HIP  23512,,M3V,2002AJ....123.2002H,108.3263,0.05,2018yCat.1345....0G,11.735,,2010MNRAS.403.1949K,10.5517,4.0E-4,2018yCat.1345....0G,9.192,,2010MNRAS.403.1949K,10.603,,2010MNRAS.403.1949K,7.819,0.023,2003yCat.2246....0C
* gam Pav,321.6108534883333,-65.36619846777778,HD 203608,GJ   827,HIP 105858,,F9VFe-1.4CH-0.7,2006AJ....132..161G,107.97,0.19,2007A&A...474..653V,4.22,,2002yCat.2237....0D,4.0003,0.0035,2018yCat.1345....0G,3.45,,2002yCat.2237....0D,3.75,,2002yCat.2237....0D,3.27,,2002yCat.2237....0D
Ross  837,209.5580069531168,12.5788635401529,,GJ  3817,,,M3.5V,2013AJ....145..102L,106.9246,0.0869,2018yCat.1345....0G,12.267,0.04,2012yCat.1322....0Z,11.0573,0.0011,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.886,0.05,2012yCat.1322....0Z,8.269,0.021,2003yCat.2246....0C
CD-30   731,31.4523090688608,-30.1766389957867,,GJ  3135,HIP   9786,,M2.5+V,2006AJ....132..161G,106.7094,0.0566,2018yCat.1345....0G,12.167,,2010MNRAS.403.1949K,11.0455,8.0E-4,2018yCat.1345....0G,9.685,,2010MNRAS.403.1949K,11.047,,2010MNRAS.403.1949K,8.367,0.024,2003yCat.2246....0C
CD-45  5378,146.1243194103085,-45.7765071093029,,GJ   367,HIP  47780,,M1.0,2010MNRAS.403.1949K,106.2112,0.0317,2018yCat.1345....0G,9.979,,2010MNRAS.403.1949K,9.1516,6.0E-4,2018yCat.1345....0G,7.829,,2010MNRAS.403.1949K,9.019,,2010MNRAS.403.1949K,6.632,0.023,2003yCat.2246....0C
L  678-39,144.006821882578,-21.6607995227503,,GJ   357,HIP  47103,,M2.5V,2006AJ....132..161G,105.883,0.0569,2018yCat.1345....0G,10.906,,2010MNRAS.403.1949K,9.8804,0.0014,2018yCat.1345....0G,8.577,,2010MNRAS.403.1949K,9.858,,2010MNRAS.403.1949K,7.34,0.03,2003yCat.2246....0C
G 222-11,92.5826931548989,82.1067568489994,,GJ   226,HIP  29277,,M2.5V,1991ApJS...77..417K,105.6941,0.0304,2018yCat.1345....0G,10.577,,2012yCat.1322....0Z,9.4627,6.0E-4,2018yCat.1345....0G,8.7,,2003AJ....125..984M,9.5,,2003AJ....125..984M,6.869,0.023,2003yCat.2246....0C
HD 285968,70.73239716799915,18.95816509573083,HD 285968,GJ   176,HIP  21932,,M2.5V,2014MNRAS.438.2413V,105.5627,0.07,2018yCat.1345....0G,9.951,,2010MNRAS.403.1949K,8.9996,5.0E-4,2018yCat.1345....0G,7.702,,2010MNRAS.403.1949K,8.931,,2010MNRAS.403.1949K,6.462,0.024,2003yCat.2246....0C
CD-51  6859,189.4675652258073,-52.0014781838977,,GJ   479,HIP  61629,,M3V(e),2006A&A...460..695T,105.5122,0.0645,2018yCat.1345....0G,10.663,,2010MNRAS.403.1949K,9.5591,4.0E-4,2018yCat.1345....0G,8.233,,2010MNRAS.403.1949K,9.586,,2010MNRAS.403.1949K,6.864,0.019,2003yCat.2246....0C
BD+43  2796,265.9831796244703,43.3786113050716,,GJ   694,HIP  86776,,M2V,1986AJ.....92..139S,104.9848,0.0296,2018yCat.1345....0G,10.488,0.01,2012yCat.1322....0Z,9.444,5.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,10.066,0.02,2012yCat.1322....0Z,6.812,0.024,2003yCat.2246....0C
G  42-24,148.4798858169825,20.946333386675,,GJ  3571,,,M4.0Ve,2015AJ....149..106D,104.5013,0.1153,2018yCat.1345....0G,14.081,0.03,2012yCat.1322....0Z,12.378,8.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,13.729,0.08,2012yCat.1322....0Z,9.208,0.022,2003yCat.2246....0C
Wolf 1069,306.5220918451393,58.5729664911943,,GJ  1253,,,M4.95,2015ApJ...802L..10T,104.3181,0.0524,2018yCat.1345....0G,13.993,0.05,2012yCat.1322....0Z,12.3653,4.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.811,0.07,2012yCat.1322....0Z,9.029,0.039,2003yCat.2246....0C
CD-48 11837,263.8067361170942,-48.6808677874086,,GJ   680,HIP  86057,WDS J17352-4841A,M3V,2006AJ....132..161G,103.35,0.0545,2018yCat.1345....0G,10.127,,2010MNRAS.403.1949K,9.2832,7.0E-4,2018yCat.1345....0G,7.871,,2010MNRAS.403.1949K,9.101,,2010MNRAS.403.1949K,6.667,0.023,2003yCat.2246....0C
Ross  905,175.54622244764707,26.70657168981583,,GJ   436,HIP  57087,,M3V,1991ApJS...77..417K,102.5015,0.0936,2018yCat.1345....0G,10.613,0.01,2012yCat.1322....0Z,9.5715,9.0E-4,2018yCat.1345....0G,8.24,,2004AJ....128..463R,10.272,0.01,2012yCat.1322....0Z,6.9,0.024,2003yCat.2246....0C
HD 151288,251.276460742948,33.5092260787878,HD 151288,GJ   638,HIP  82003,,K7.5Ve,1989ApJS...71..245K,101.5116,0.0281,2018yCat.1345....0G,8.799,0.1,2012yCat.1322....0Z,7.4813,5.0E-4,2018yCat.1345....0G,6.6,,2003AJ....125..984M,8.388,0.11,2012yCat.1322....0Z,5.48,0.023,2003yCat.2246....0C
G  48-20,142.6857710445162,0.3226666886004,,GJ  1125,HIP  46655,,M3.5Ve,2013AJ....145..102L,100.9992,0.0746,2018yCat.1345....0G,11.71,,2010MNRAS.403.1949K,10.4942,0.0012,2018yCat.1345....0G,9.127,,2010MNRAS.403.1949K,10.583,,2010MNRAS.403.1949K,7.697,0.02,2003yCat.2246....0C
HD 232979,69.4205447608177,52.8936141785169,HD 232979,GJ   172,HIP  21553,,M0.5V,1989ApJS...71..245K,100.7797,0.064,2018yCat.1345....0G,8.863,0.1,2012yCat.1322....0Z,7.9495,6.0E-4,2018yCat.1345....0G,7.0,,2003AJ....125..984M,8.75,0.04,2012yCat.1322....0Z,5.866,0.041,2003yCat.2246....0C
G 160-28,57.684538337921666,-6.094897203720833,,GJ  1065,,,M3V,1995AJ....110.1838R,100.5599,0.105,2018yCat.1345....0G,12.843,0.02,2012yCat.1322....0Z,11.4561,0.0016,2018yCat.1345....0G,,,,12.498,0.07,2012yCat.1322....0Z,8.57,0.032,2003yCat.2246....0C
G  36-24,38.40489752591333,24.927136951895555,,GJ   102,,,M3.5Ve,2015AJ....149..106D,100.2835,0.1061,2018yCat.1345....0G,12.978,0.07,2012yCat.1322....0Z,11.54,7.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.73,0.05,2012yCat.1322....0Z,8.472,0.02,2003yCat.2246....0C
G 137-78,240.7122683257092,20.589175072051,,GJ   609,,,M4V,1995AJ....110.1838R,99.9043,0.0594,2018yCat.1345....0G,12.56,,,11.1562,0.002,2018yCat.1345....0G,,,,11.4,,2005AJ....129.1483L,8.132,0.02,2003yCat.2246....0C
G 146-58,160.40781607914334,37.61087765385,,GJ  1134,,,M4.0Ve,2013AJ....145..102L,99.4498,0.0717,2018yCat.1345....0G,12.96,,2009ApJ...704..975J,11.5573,0.0014,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.4,,2003AJ....125..984M,8.493,0.027,2003yCat.2246....0C
G 195-59,153.1449117879929,57.0636076436488,,,,,M3.5Ve,2013AJ....145..102L,99.4076,0.0978,2018yCat.1345....0G,,,,10.5135,7.0E-4,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.6,,2003AJ....125..984M,7.759,0.021,2003yCat.2246....0C
HD 122064,209.3835798891534,61.4928609327902,HD 122064,,HIP  68184,,K3,1984AJ.....89..702L,99.2285,0.0232,2018yCat.1345....0G,6.52,0.009,1991A&AS...89..415O,6.1542,3.0E-4,2018yCat.1345....0G,5.4,,2003AJ....125..984M,5.9,,2003AJ....125..984M,5.018,0.26,2003yCat.2246....0C
HD 223889,358.4588043324002,-75.6325330766676,HD 223889,,HIP 117828,,M3,2014MNRAS.443.2561G,98.8631,0.0279,2018yCat.1345....0G,10.023,,2010MNRAS.403.1949K,9.003,8.0E-4,2018yCat.1345....0G,7.72,,2010MNRAS.403.1949K,8.994,,2010MNRAS.403.1949K,6.45,0.019,2003yCat.2246....0C
HD 103932,179.4841931766843,-27.7070456229115,HD 103932,GJ   453,HIP  58345,,K4+V,2006AJ....132..161G,98.1908,0.0413,2018yCat.1345....0G,6.964,,2010MNRAS.403.1949K,6.5654,2.0E-4,2018yCat.1345....0G,5.758,,2010MNRAS.403.1949K,6.298,,2010MNRAS.403.1949K,4.992,0.037,2003yCat.2246....0C
Ross   41,82.0006308344628,9.643931848719,,GJ   203,HIP  25578,,M3.5Ve,2013AJ....145..102L,97.979,0.0952,2018yCat.1345....0G,12.443,0.0017,2009AJ....137.4186L,11.1808,0.0011,2018yCat.1345....0G,9.788,0.0028,2009AJ....137.4186L,11.272,0.0018,2009AJ....137.4186L,8.311,0.021,2003yCat.2246....0C
* alf Men,92.5603088308903,-74.7530454408681,HD  43834,GJ   231,HIP  29271,,G7V,2006AJ....132..161G,97.8983,0.0719,2018yCat.1345....0G,5.09,,,4.8503,0.0022,2018yCat.1345....0G,,,,,,,3.95,0.23,2003yCat.2246....0C
G 142-11,287.46197208605537,17.668446757609168,,GJ  1232,,,M4V,2014AJ....147...20N,97.4518,0.1596,2018yCat.1345....0G,13.55,,,11.956,6.0E-4,2018yCat.1345....0G,10.46,,2004AJ....128..463R,13.194,0.09,2012yCat.1322....0Z,8.819,0.029,2003yCat.2246....0C
BD+25  3173,254.53687413905624,25.744158644514446,,GJ   649,HIP  83043,,M2V,1986AJ.....92..139S,96.3141,0.0311,2018yCat.1345....0G,9.655,,2010MNRAS.403.1949K,8.8188,4.0E-4,2018yCat.1345....0G,7.602,,2010MNRAS.403.1949K,8.685,,2010MNRAS.403.1949K,6.448,0.021,2003yCat.2246....0C
HD 122303,210.2632841162,-2.6548652558516666,HD 122303,GJ   536,HIP  68469,,M0V,1986AJ.....92..139S,96.0398,0.0872,2018yCat.1345....0G,9.707,,2010MNRAS.403.1949K,8.8588,0.0014,2018yCat.1345....0G,7.66,,2010MNRAS.403.1949K,8.745,,2010MNRAS.403.1949K,6.516,0.018,2003yCat.2246....0C
LP  783-1,114.6706681834534,-21.2245772066339,,GJ  3459,HIP  37217,,M3,2004AJ....128..463R,95.8401,0.0413,2018yCat.1345....0G,11.712,,2010MNRAS.403.1949K,10.6037,4.0E-4,2018yCat.1345....0G,9.229,,2010MNRAS.403.1949K,10.616,,2010MNRAS.403.1949K,7.848,0.019,2003yCat.2246....0C
HD 304636,140.4066724615033,-60.2819530007158,HD 304636,GJ   341,HIP  45908,,M0.0,2010MNRAS.403.1949K,95.6279,0.0284,2018yCat.1345....0G,9.465,,2010MNRAS.403.1949K,8.6754,6.0E-4,2018yCat.1345....0G,7.511,,2010MNRAS.403.1949K,8.517,,2010MNRAS.403.1949K,6.442,0.023,2003yCat.2246....0C
BD+02   348,33.0874477374277,3.5756196007019,,GJ    87,HIP  10279,,M1V,1986AJ.....92..139S,95.1619,0.0413,2018yCat.1345....0G,10.042,,2010MNRAS.403.1949K,9.2049,7.0E-4,2018yCat.1345....0G,7.988,,2010MNRAS.403.1949K,9.092,,2010MNRAS.403.1949K,6.83,0.019,2003yCat.2246....0C
Wolf   44,15.3335377608861,61.3657449832503,,GJ    47,,,M2.0Ve,2013AJ....145..102L,95.0899,0.0372,2018yCat.1345....0G,10.87,,2001KFNT...17e.409K,9.8361,7.0E-4,2018yCat.1345....0G,,,,,,,7.272,0.021,2003yCat.2246....0C
BD+63   869,149.0361300909076,62.7884632335081,,GJ   373,HIP  48714,,M0.5Ve,2013AJ....145..102L,94.9397,0.0388,2018yCat.1345....0G,9.0,,,8.2286,5.0E-4,2018yCat.1345....0G,7.3,,2003AJ....125..984M,8.1,,2003AJ....125..984M,6.03,0.024,2003yCat.2246....0C
HD 209290,330.5428132207473,1.4002305981129,HD 209290,GJ   846,HIP 108782,,M0.5V,1991ApJS...77..417K,94.7419,0.1406,2018yCat.1345....0G,9.146,,2010MNRAS.403.1949K,8.4023,8.0E-4,2018yCat.1345....0G,7.245,,2010MNRAS.403.1949K,8.213,,2010MNRAS.403.1949K,6.196,0.023,2003yCat.2246....0C
G  68-8,350.4060349172132,17.2903866866072,,GJ  4333,HIP 115332,,M3.5Ve,2013AJ....145..102L,94.6489,0.0913,2018yCat.1345....0G,11.71,,2010MNRAS.403.1949K,10.3458,0.0013,2018yCat.1345....0G,8.942,,2010MNRAS.403.1949K,10.514,,2010MNRAS.403.1949K,7.391,0.029,2003yCat.2246....0C
G 185-18,290.411245288514,20.8675750448875,,GJ  1235,,,M4.0Ve,2015AJ....149..106D,94.1985,0.2407,2018yCat.1345....0G,13.42,,,11.9501,0.0011,2018yCat.1345....0G,10.44,,2004AJ....128..463R,13.116,0.07,2012yCat.1322....0Z,8.796,0.02,2003yCat.2246....0C
G  22-26,290.5086275740546,7.0417539530655,,GJ  1236,,,M4V,2014AJ....147...20N,94.1932,0.0657,2018yCat.1345....0G,12.32,,,11.2592,0.0012,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.068,0.07,2012yCat.1322....0Z,8.524,0.026,2003yCat.2246....0C
LP  867-15,280.5462302690298,-23.4829539322504,,,,,M3.5,2013A&A...556A..15R,94.1546,0.0502,2018yCat.1345....0G,12.1,0.02,2012yCat.1322....0Z,10.9673,6.0E-4,2018yCat.1345....0G,9.61,,2004AJ....128..463R,11.751,0.05,2012yCat.1322....0Z,8.261,0.024,2003yCat.2246....0C
L   98-59,124.5317562903823,-68.3129998745861,,,,,M2,2014MNRAS.443.2561G,94.1385,0.0281,2018yCat.1345....0G,11.685,0.02,2012yCat.1322....0Z,10.5976,8.0E-4,2018yCat.1345....0G,,,,11.294,0.02,2012yCat.1322....0Z,7.933,0.027,2003yCat.2246....0C
G 107-48,106.9072996782522,48.6870866505499,,GJ  3426,,,M3.5,,94.0023,0.0576,2018yCat.1345....0G,13.413,0.07,2012yCat.1322....0Z,12.0433,4.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,13.015,0.1,2012yCat.1322....0Z,9.106,0.019,2003yCat.2246....0C
HD 111631,192.6815283622556,-0.7681297380273,HD 111631,GJ   488,HIP  62687,,M0V,1999MSS...C05....0H,93.882,0.0508,2018yCat.1345....0G,8.47,,2010MNRAS.403.1949K,7.82,5.0E-4,2018yCat.1345....0G,6.752,,2010MNRAS.403.1949K,7.59,,2010MNRAS.403.1949K,5.753,0.02,2003yCat.2246....0C
L   23-30,311.6544470149229,-81.72045720810195,,GJ  4154,,,M3e,2014MNRAS.443.2561G,93.7195,0.0348,2018yCat.1345....0G,,,,10.3834,7.0E-4,2018yCat.1345....0G,,,,11.193,0.02,2012yCat.1322....0Z,7.694,0.018,2003yCat.2246....0C
V* V857 Cen,172.9438049373463,-41.0464367279558,,GJ   431,HIP  56244,,M3.5,2006AJ....132..866R,93.0715,0.0833,2018yCat.1345....0G,11.535,,2010MNRAS.403.1949K,10.233,9.0E-4,2018yCat.1345....0G,8.838,0.016,2012AcA....62...67K,10.384,,2010MNRAS.403.1949K,7.366,0.027,2003yCat.2246....0C
CD-23  9765,167.3806042228062,-24.5986439411765,,"GJ  9349,GJ   413.1",HIP  54532,,M2V,1986AJ.....92..139S,92.7821,0.0538,2018yCat.1345....0G,10.446,,2010MNRAS.403.1949K,9.4615,6.0E-4,2018yCat.1345....0G,8.194,,2010MNRAS.403.1949K,9.425,,2010MNRAS.403.1949K,6.948,0.021,2003yCat.2246....0C
Ross  145,280.4959820294051,31.8304893406284,,GJ  4070,HIP  91699,,M2V,1986AJ.....92..139S,92.5881,0.0332,2018yCat.1345....0G,13.126,0.006,2000A&A...355L..27H,10.1937,7.0E-4,2018yCat.1345....0G,,,,10.845,0.03,2012yCat.1322....0Z,7.523,0.02,2003yCat.2246....0C
Wolf 1478,217.7548354450672,-12.2960966942961,,"GJ   553.1,GJ  9484",HIP  70975,,M4,2014MNRAS.443.2561G,92.0697,0.1046,2018yCat.1345....0G,11.903,,2010MNRAS.403.1949K,10.6619,8.0E-4,2018yCat.1345....0G,9.257,,2010MNRAS.403.1949K,10.751,,2010MNRAS.403.1949K,7.803,0.026,2003yCat.2246....0C
L  513-23,39.96129737144374,-34.13265612523139,,GJ  1050,,,M3,2014MNRAS.443.2561G,91.9958,0.0393,2018yCat.1345....0G,11.73,,2008MNRAS.389..585C,10.6787,5.0E-4,2018yCat.1345....0G,9.34,,2008MNRAS.389..585C,10.67,,2008MNRAS.389..585C,8.06,0.021,2003yCat.2246....0C
LP  229-17,278.6527163265401,40.123994963406,,GJ  4063,,,M4V,2011ApJS..197...19K,91.8545,0.0493,2018yCat.1345....0G,11.464,0.04,2012yCat.1322....0Z,10.1534,0.0011,2018yCat.1345....0G,10.1,,2003AJ....125..984M,11.104,0.05,2012yCat.1322....0Z,7.184,0.019,2003yCat.2246....0C
L   34-26,117.3028232045799,-76.701863914407,,,,,M3Ve,2006A&A...460..695T,91.8291,0.0345,2018yCat.1345....0G,11.276,0.065,2012AcA....62...67K,10.146,0.0016,2018yCat.1345....0G,8.746,0.028,2012AcA....62...67K,10.19,0.03,2014AJ....147...85R,7.406,0.021,2003yCat.2246....0C
BD+36  2393,204.3698691881367,35.7177624393468,,GJ   519,HIP  66459,,K7.5Ve,2013AJ....145..102L,91.2519,0.0353,2018yCat.1345....0G,9.07,,,8.3568,4.0E-4,2018yCat.1345....0G,7.3,,2003AJ....125..984M,8.91,0.06,2012yCat.1322....0Z,6.263,0.02,2003yCat.2246....0C
CD-45  1184,53.2327379146442,-44.7019451167221,,GJ   145,HIP  16536,,M2.5V,2006AJ....132..161G,91.1916,0.0338,2018yCat.1345....0G,11.478,,2010MNRAS.403.1949K,10.3856,6.0E-4,2018yCat.1345....0G,9.062,,2010MNRAS.403.1949K,10.399,,2010MNRAS.403.1949K,7.741,0.02,2003yCat.2246....0C
L  750-52,146.1972816218691,-18.2136005916802,,GJ  1129,,,M3.5Ve,2002AJ....123.2002H,90.8249,0.0849,2018yCat.1345....0G,12.455,0.05,2012yCat.1322....0Z,11.0848,0.001,2018yCat.1345....0G,9.67,,2011AJ....141..117J,12.103,0.04,2012yCat.1322....0Z,8.122,0.026,2003yCat.2246....0C
CD-51  5974,175.8325819240052,-51.8405357438257,,GJ   438,,,M1,2014MNRAS.443.2561G,90.7992,0.0353,2018yCat.1345....0G,10.36,0.04,2012yCat.1322....0Z,9.5029,5.0E-4,2018yCat.1345....0G,,,,10.005,0.02,2012yCat.1322....0Z,7.144,0.019,2003yCat.2246....0C
Ross 1003,175.43598341292335,42.751973560595836,,GJ  1148,HIP  57050,,M4.0Ve,2013AJ....145..102L,90.7623,0.0527,2018yCat.1345....0G,13.795,0.005,2000A&A...355L..27H,10.5769,6.0E-4,2018yCat.1345....0G,9.18,,2004AJ....128..463R,11.524,0.05,2012yCat.1322....0Z,7.608,0.018,2003yCat.2246....0C
HD  11507,28.2048877675995,-22.4348582565078,HD  11507,GJ    79,HIP   8768,,M0V,2006A&A...460..695T,90.4253,0.048,2018yCat.1345....0G,8.883,,2010MNRAS.403.1949K,8.1855,6.0E-4,2018yCat.1345....0G,7.072,,2010MNRAS.403.1949K,7.975,,2010MNRAS.403.1949K,6.064,0.021,2003yCat.2246....0C
HD 166620,272.4059011711959,38.4577766448776,HD 166620,GJ   706,HIP  88972,,K2V,2003AJ....126.2048G,90.1264,0.02,2018yCat.1345....0G,6.4,,2002yCat.2237....0D,6.1126,3.0E-4,2018yCat.1345....0G,5.14,,2002yCat.2237....0D,5.63,,2002yCat.2237....0D,4.78,,2002yCat.2237....0D
HD 176029,284.5005675458805,5.9081218363328,HD 176029,GJ   740,HIP  93101,,M1.0Ve,2013AJ....145..102L,90.0477,0.049,2018yCat.1345....0G,9.217,,2010MNRAS.403.1949K,8.4564,0.0011,2018yCat.1345....0G,7.31,,2010MNRAS.403.1949K,8.286,,2010MNRAS.403.1949K,6.239,0.019,2003yCat.2246....0C
*  54 Psc,9.840856297512085,21.250476681314446,HD   3651,GJ    27,HIP   3093,WDS J00394+2115A,K0.5V,1989ApJS...71..245K,89.7891,0.0581,2018yCat.1345....0G,5.88,0.05,2009ApJ...694.1085V,5.635,8.0E-4,2018yCat.1345....0G,4.82,,2002yCat.2237....0D,5.21,,2002yCat.2237....0D,4.47,,2002yCat.2237....0D
SCR J0717-0501,109.32122351622333,-5.0176511826325,,,,,M3.5V,2015A&A...577A.128A,89.6899,0.0792,2018yCat.1345....0G,13.22,0.02,2012yCat.1322....0Z,11.8742,7.0E-4,2018yCat.1345....0G,8.83,,2005AJ....130.1658S,12.874,0.1,2012yCat.1322....0Z,8.873,0.027,2003yCat.2246....0C
HD  74576,130.8251266689107,-38.8823805626667,HD  74576,GJ   320,HIP  42808,,K3V,2006A&A...460..695T,89.3972,0.0254,2018yCat.1345....0G,6.56,,,6.2696,5.0E-4,2018yCat.1345....0G,,,,,,,4.937,0.037,2003yCat.2246....0C
L  380-78,92.7203173724645,-43.4049041532442,,GJ  1088,,,M4e,2014MNRAS.443.2561G,89.3896,0.0493,2018yCat.1345....0G,12.32,,,10.9921,9.0E-4,2018yCat.1345....0G,,,,,,,8.173,0.024,2003yCat.2246....0C
L  762-51,206.4613123901542,-17.9682250617826,,GJ  3804,HIP  67164,,M3.5,2010MNRAS.403.1949K,89.2264,0.0781,2018yCat.1345....0G,11.872,,2010MNRAS.403.1949K,10.5946,9.0E-4,2018yCat.1345....0G,9.226,,2010MNRAS.403.1949K,10.725,,2010MNRAS.403.1949K,7.745,0.021,2003yCat.2246....0C
UCAC4 608-044702,130.066597551916,31.4518928938763,,,,,M3.5Ve,2013AJ....145..102L,89.2077,0.0711,2018yCat.1345....0G,12.273,0.03,2012yCat.1322....0Z,10.9771,8.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.966,0.06,2012yCat.1322....0Z,8.122,0.021,2003yCat.2246....0C
L  136-37,110.2168189401981,-62.1698864676708,,,,,M3,2014MNRAS.443.2561G,89.1956,0.0349,2018yCat.1345....0G,12.362,0.01,2012yCat.1322....0Z,11.1411,8.0E-4,2018yCat.1345....0G,9.74,0.03,2005yCat.2263....0T,11.93,0.05,2009yCat.1315....0Z,8.381,0.037,2003yCat.2246....0C
Ross  508,230.9630722674086,17.4659542126097,,GJ   585,,,M4.92,2015ApJ...802L..10T,89.175,0.0844,2018yCat.1345....0G,13.68,,2009ApJ...704..975J,12.2066,7.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.422,0.06,2012yCat.1322....0Z,9.105,0.024,2003yCat.2246....0C
BD-11   916,69.4244410575939,-11.0388806444863,,GJ   173,HIP  21556,,M1V,1986AJ.....92..139S,89.1708,0.0313,2018yCat.1345....0G,10.331,,2010MNRAS.403.1949K,9.4022,4.0E-4,2018yCat.1345....0G,8.137,,2010MNRAS.403.1949K,9.327,,2010MNRAS.403.1949K,6.943,0.019,2003yCat.2246....0C
HD  28343,67.2505155736253,21.9226997264551,HD  28343,GJ   169,HIP  20917,,M0.5V,2010MNRAS.403.1949K,88.9622,0.0494,2018yCat.1345....0G,8.3,,2010MNRAS.403.1949K,7.7,4.0E-4,2018yCat.1345....0G,6.656,,2010MNRAS.403.1949K,7.446,,2010MNRAS.403.1949K,5.674,0.026,2003yCat.2246....0C
HD  85512,147.77938346115084,-43.502783875244724,HD  85512,GJ   370,HIP  48331,,K6Vk:,2006AJ....132..161G,88.6158,0.0406,2018yCat.1345....0G,7.651,,2010MNRAS.403.1949K,7.1873,3.0E-4,2018yCat.1345....0G,6.319,,2010MNRAS.403.1949K,6.934,,2010MNRAS.403.1949K,5.451,0.018,2003yCat.2246....0C
G   3-14,25.8340783709636,4.3216561654833,,GJ    70,HIP   8051,,M2V,1986AJ.....92..139S,88.3392,0.0453,2018yCat.1345....0G,10.915,,2010MNRAS.403.1949K,9.8983,0.0011,2018yCat.1345....0G,8.614,,2010MNRAS.403.1949K,9.879,,2010MNRAS.403.1949K,7.37,0.024,2003yCat.2246....0C
LP  847-48,148.84942616666666,-27.26129888888889,,,HIP  48659,,M3V,2006AJ....132..161G,88.32,3.18,2007A&A...474..653V,12.081,,2010MNRAS.403.1949K,10.8097,0.001,2018yCat.1345....0G,9.486,,2010MNRAS.403.1949K,10.922,,2010MNRAS.403.1949K,8.032,0.023,2003yCat.2246....0C
LP  838-16,91.9322344771053,-25.744862321290398,,,HIP  29052,,M3,2014MNRAS.443.2561G,87.6726,0.0309,2018yCat.1345....0G,11.889,,2010MNRAS.403.1949K,10.7319,4.0E-4,2018yCat.1345....0G,9.391,,2010MNRAS.403.1949K,10.786,,2010MNRAS.403.1949K,8.018,0.032,2003yCat.2246....0C
V* V2689 Ori,84.129126793325,11.3278699997849,HD 245409,GJ   208,HIP  26335,,K6V,1986AJ.....92..139S,87.4367,0.0562,2018yCat.1345....0G,8.898,0.044,2012AcA....62...67K,8.208,0.0012,2018yCat.1345....0G,7.14,0.027,2012AcA....62...67K,7.963,,2010MNRAS.403.1949K,6.126,0.023,2003yCat.2246....0C
V* OT Ser,230.4705524984684,20.9777530498079,,GJ  9520,HIP  75187,,M1.0V,2009ApJ...699..649S,87.3783,0.0493,2018yCat.1345....0G,10.003,,2010MNRAS.403.1949K,9.107,0.0013,2018yCat.1345....0G,7.843,,2010MNRAS.403.1949K,8.993,,2010MNRAS.403.1949K,6.61,0.021,2003yCat.2246....0C
