recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
1674,HIP 118180,118180," "," ",K6.5 V k," ",,,,," "," ",2.142,-4.524,"A "," ",CTIO," ",HIP 118180,359.59195,-53.8094
1645,HIP 116429,116429," ",221818,G9 V," ",5316,4.54,1.0,-0.21," "," ",0.341,-4.543,"A "," ",CTIO," ",HIP 116429,353.89565,-46.94487
1637,HIP 115955,115955," "," ",K6+ V (k)," ",,,,," "," ",1.617,-4.599,"A "," ",CTIO," ",HIP 115955,352.39348,-47.03603
1635,HIP 115849,115849," ",220945,K2.5 V," ",4936,4.52,1.0,-0.04," "," ",0.229,-4.9,"I "," ",CTIO," ",HIP 115849,352.0632,-44.461
1617,HIP 114885,114885," ",219437,K3 V (k)," ",,,,," "," ",0.344,-4.793,"I "," ",CTIO," ",HIP 114885,349.0752,-44.54875
1664,HIP 117669,117669," ",223681,K2 V k," ",4898,4.67,1.0,-0.39," "," ",0.923,-4.201,"A "," ",CTIO," ",HIP 117669,357.95623,-46.31928
1624,HIP 115013,115013," ",219630,K6+ V (k)," ",,,,," "," ",1.359,-4.675,"A "," ",CTIO," ",HIP 115013,349.40841,-42.19159
1593,HIP 113697,113697," ",217486,K3+ V," ",,,,," "," ",0.322,-4.838,"I "," ",CTIO," ",HIP 113697,345.40795,-44.98855
1608,HIP 114382,114382," ",218630,F5 V," ",6426,4.01,2.2,-0.2," "," ",0.26,-4.499,"A "," ",CTIO," ",HIP 114382,347.489,-42.86126
1605,HIP 114286,114286," ",218483,K1 V," ",5023,4.46,1.0,-0.14," "," ",0.351,-4.585,"A "," ",CTIO," ",HIP 114286,347.20869,-42.45139
1587,HIP 113423,113423," ",217025,K1 IV-V," ",5246,4.45,1.0,0.11," "," ",0.322,-4.64,"A "," ",CTIO," ",HIP 113423,344.57435,-41.85729
1574,HIP 112763,112763," ",216054,G9 V," ",5398,4.49,1.0,-0.13," "," ",0.15,-5.081,"I "," ",CTIO," ",HIP 112763,342.54386,-41.49011
1571,HIP 112581,112581," ",215768,G0 V CH-0.3," ",5999,4.39,1.0,-0.04," "," ",0.291,-4.494,"A "," ",CTIO," ",HIP 112581,342.02883,-37.75666
1573,HIP 112637,112637," ",215864,K3 V," ",,,,," "," ",0.257,-4.919,"I "," ",CTIO," ",HIP 112637,342.1951,-36.89068
1638,HIP 116050,116050," ",221275,G9 V CN+1," ",5303,4.42,1.0,-0.04," "," ",0.242,-4.757,"I "," ",SO," ",HIP 116050,352.72524,-35.10651
1598,HIP 114044,114044," "," ",K6 V (k)," ",,,,," "," ",1.448,-4.535,"A "," ",CTIO," ",HIP 114044,346.43154,-34.37123
1506,HIP 108736,108736," ",208998,G0 V," ",6002,4.35,1.0,-0.24," "," ",0.151,-5.015,"I "," ",CTIO," ",HIP 108736,330.40218,-53.09358
1489,HIP 107649,107649," ",207129,G0 V Fe+0.4," ",5928,4.4,1.0,0.04," "," ",0.153,-5.02,"I "," ",CTIO,S,HIP 107649,327.06563,-47.30362
1493,HIP 107936,107936," ",207699,K3 V," ",,,,," "," ",0.263,-4.908,"I "," ",CTIO," ",HIP 107936,328.01314,-45.0075
1480,HIP 107225,107225," ",206395,F8.5 IV-V," ",6373,4.25,1.0,0.32," "," ",0.144,-5.066,"I "," ",CTIO," ",HIP 107225,325.75905,-43.4961
1517,HIP 109670,109670," "," ",G5 V Fe-1.2 CH-1,*,,,,," "," ",0.161,-4.991,"I "," ",CTIO," ",HIP 109670,333.24881,-47.38638
1510,HIP 109166,109166," ",209742,K2 V," ",5052,4.49,1.0,-0.04," "," ",0.153,-5.092,"I "," ",CTIO," ",HIP 109166,331.6929,-45.39244
1514,HIP 109421,109421," "," ",K6 V (k)," ",,,,," "," ",1.17,-4.48,"A "," ",CTIO," ",HIP 109421,332.53363,-42.9023
1519,HIP 109821,109821," ",210918,G2 V," ",5761,4.34,1.0,-0.03," "," ",0.143,-5.121,VI," ",CTIO,S,HIP 109821,333.66106,-41.38166
1448,HIP 105184,105184," ",202628,G1.5 V," ",5777,4.46,1.0,-0.08," "," ",0.203,-4.782,"I "," ",CTIO,S,HIP 105184,319.61362,-43.33465
1478,HIP 107143,107143," ",206276,K3.5 V," ",,,,," "," ",0.205,-5.089,"I "," ",CTIO," ",HIP 107143,325.54238,-41.125
1445,HIP 104680,104680," ",201647,F5 V," ",6538,4.21,1.9,-0.07," "," ",0.229,-4.575,"A "," ",CTIO," ",HIP 104680,318.05714,-40.26936
1446,HIP 104738,104738," ",201772,F6 V Fe-0.9 CH-0.5," ",6483,3.97,1.0,-0.18," "," ",0.219,-4.612,"A "," ",CTIO," ",HIP 104738,318.26279,-39.42492
1457,HIP 105606,105606," ",203432,G8 IV," ",5498,4.17,1.0,0.16," "," ",0.175,-4.948,"I "," ",CTIO," ",HIP 105606,320.84402,-41.55251
1455,HIP 105384,105384," ",203019,G5 V," ",5696,4.46,1.0,0.09," "," ",0.361,-4.436,"A "," ",CTIO," ",HIP 105384,320.19414,-38.78144
1488,HIP 107625,107625," ",207144,K3 V," ",,,,," "," ",0.204,-4.99,"I "," ",SO," ",HIP 107625,327.00019,-40.25608
1536,HIP 110714,110714," "," ",K6.5 V (k)," ",,,,," "," ",1.332,-4.699,"A "," ",CTIO," ",HIP 110714,336.46953,-37.19789
1548,HIP 111349,111349," ",213628,G8 V," ",5501,4.49,1.0,-0.08," "," ",0.177,-4.932,"I "," ",SO," ",HIP 111349,338.37785,-35.44455
1525,HIP 110245,110245," ",211723,K5.5 V (k)," ",,,,," "," ",1.274,-4.574,"A "," ",CTIO," ",HIP 110245,334.96912,-37.27542
1534,HIP 110655,110655," "," ",K6+ V (k)," ",,,,," "," ",1.529,-4.608,"A "," ",CTIO," ",HIP 110655,336.26189,-33.2046
1567,HIP 112491,112491," ",215641,G8 V (k)," ",5476,4.49,1.0,0.06," "," ",0.328,-4.53,"A "," ",SO," ",HIP 112491,341.78889,-32.67546
1583,HIP 113283,113283," ",216803,K4+ V k," ",,,,," "," ",0.964,-4.467,"A "," ",SO," ",HIP 113283,344.10022,-31.56557
1612,HIP 114455,114455," ",218760,K3 V (k) Fe-0.3," ",,,,," "," ",0.279,-4.843,"I "," ",SO," ",HIP 114455,347.7034,-29.91772
1557,HIP 111880,111880," "," ",K7 V (k)," ",,,,," "," ",1.548,-4.695,"A "," ",CTIO," ",HIP 111880,339.9336,-32.0717
1562,HIP 111978,111978," ",214759,K0 IV-V," ",5498,4.13,1.0,0.24," "," ",0.177,-4.961,"I "," ",SO," ",HIP 111978,340.22988,-31.99006
1560,HIP 111960,111960," ",214749,K4.5 V k," ",,,,," "," ",1.192,-4.439,"A "," ",SO," ",HIP 111960,340.18077,-29.67448
1582,HIP 113238,113238," ",216770,G9 V CN+1," ",5313,4.35,1.0,0.13," "," ",0.188,-4.933,"I "," ",SO," ",HIP 113238,343.97378,-26.65876
1515,HIP 109422,109422," ",210302,F6 V," ",6454,4.11,2.0,0.0," "," ",0.173,-4.823,"I "," ",SO," ",HIP 109422,332.53658,-32.54841
1518,HIP 109816,109816," ",210975,K4.5 V," ",,,,," "," ",0.186,-5.16,VI," ",CTIO," ",HIP 109816,333.645,-32.30826
1507,HIP 108809,108809," ",209253,F6.5 V," ",6250,4.19,2.0,-0.2," "," ",0.325,-4.374,"A "," ",SO," ",HIP 108809,330.63735,-32.13375
1545,HIP 110996,110996," ",213042,K4- V," ",4580,3.81,1.0,0.31," "," ",0.282,-4.983,"I "," ",SO," ",HIP 110996,337.31348,-30.01841
1530,HIP 110483,110483," ",212146,G8 V," ",5301,4.44,1.0,-0.44," "," ",0.165,-4.999,"I "," ",SO," ",HIP 110483,335.69706,-29.61958
1524,HIP 110156,110156," ",211583,K4 V (k)," ",,,,," "," ",0.402,-4.9,"I "," ",CTIO," ",HIP 110156,334.69261,-29.75254
1501,HIP 108241,108241," ",208272,G9.5 V (k)," ",5111,4.51,1.0,-0.14," "," ",0.347,-4.591,"A "," ",SO," ",HIP 108241,328.92498,-29.70614
1502,HIP 108416,108416," ",208573,K3- V," ",4800,4.57,1.0,0.08,*," ",0.341,-4.825,"I "," ",CTIO," ",HIP 108416,329.45524,-29.11635
1496,HIP 108065,108065," ",207970,G7 V," ",5502,4.41,1.0,0.01," "," ",0.156,-5.041,"I "," ",SO," ",HIP 108065,328.42422,-28.67061
1553,HIP 111746,111746," ",214385,G8 V Fe-1.2," ",5810,4.49,1.0,-0.02," "," ",0.172,-4.925,"I "," ",SO," ",HIP 111746,339.54592,-27.44344
1570,HIP 112524,112524," ",215722,K4 V (k)," ",,,,," "," ",0.828,-4.647,"A "," ",SO," ",HIP 112524,341.88107,-24.56033
1547,HIP 111288,111288," "," ",K8 V k," ",,,,," "," ",1.633,-4.672,"A "," ",SO," ",HIP 111288,338.17491,-20.99329
1550,HIP 111449,111449," ",213845,F5 V," ",6597,4.11,2.0,-0.04," "," ",0.238,-4.547,"A "," ",SO," ",HIP 111449,338.67349,-20.70822
1268,HIP  89805,89805," ",167425,F9.5 V," ",6046,4.35,1.0,0.06," "," ",0.244,-4.606,"A "," ",CTIO," ",HIP  89805,274.91721,-63.88656
1288,HIP  91154,91154," ",170915,K4.5 V (k)," ",,,,," "," ",0.846,-4.605,"A "," ",CTIO," ",HIP  91154,278.95764,-61.2269
1254,HIP  88371,88371," "," ",K6 V (k)," ",,,,," "," ",1.27,-4.64,"A "," ",CTIO," ",HIP  88371,270.68023,-62.97938
1263,HIP  89042,89042," ",165499,G0 V," ",5976,4.3,1.0,0.02," "," ",0.165,-4.935,"I "," ",CTIO,S,HIP  89042,272.60896,-62.00224
1253,HIP  88169,88169," "," ",K4.5 V," ",,,,," "," ",0.263,-5.03,"I "," ",CTIO," ",HIP  88169,270.10877,-61.70114
1335,HIP  95932,95932," ",183028,F5 V," ",6542,4.27,1.9,-0.07," "," ",0.205,-4.654,"A "," ",CTIO," ",HIP  95932,292.64422,-55.11005
1347,HIP  96861,96861," ",185283,K3 V," ",,,,," "," ",0.197,-5.097,"I "," ",CTIO," ",HIP  96861,295.32463,-56.32188
1350,HIP  97156,97156," ",186061,K2.5 V (k)," ",4901,4.51,1.0,0.05," "," ",0.219,-4.985,"I "," ",CTIO," ",HIP  97156,296.21838,-52.33634
1256,HIP  88531,88531," ",164427,G0+ V," ",5876,4.19,1.0,0.0," "," ",0.154,-5.023,"I "," ",CTIO," ",HIP  88531,271.17746,-59.20957
1297,HIP  92742,92742," ",174545,K2 IV," ",5250,4.29,1.0,0.4,*," ",0.175,-5.012,"I "," ",CTIO," ",HIP  92742,283.4886,-54.90628
1298,HIP  92755,92755," ",174564,K4+ V (k)," ",,,,," "," ",0.881,-4.555,"A "," ",CTIO," ",HIP  92755,283.52703,-54.35608
1299,HIP  92756,92756," "," ",K6+ V (k)," ",,,,," "," ",1.594,-4.526,"A "," ",CTIO," ",HIP  92756,283.5278,-54.35318
1287,HIP  90945,90945," ",170573,K4.5 V (k)," ",,,,," "," ",0.492,-4.779,"I "," ",CTIO," ",HIP  90945,278.27117,-54.26319
1321,HIP  94225,94225," ",178445,K6.5 V," ",,,,," "," ",0.981,-4.816,"I "," ",CTIO," ",HIP  94225,287.71779,-47.15862
1324,HIP  94739,94739," ",179930,M0 V (k)," ",,,,," "," ",2.123,-4.646,"A "," ",CTIO," ",HIP  94739,289.17881,-45.88937
1380,HIP  99344,99344," ",190954,G7 V," ",5504,4.56,1.0,-0.37," "," ",0.153,-5.059,"I "," ",CTIO," ",HIP  99344,302.45068,-51.71824
1369,HIP  98679,98679," ",189484,K5- V," ",,,,," "," ",0.361,-4.932,"I "," ",CTIO," ",HIP  98679,300.6465,-50.0527
1393,HIP 100412,100412," ",193307,F9 V," ",6027,4.18,1.0,-0.26," "," ",0.154,-4.98,"I "," ",CTIO," ",HIP 100412,305.42098,-49.99942
1394,HIP 100455,100455," ",193406,K4 V (k)," ",,,,," "," ",0.645,-4.628,"A "," ",CTIO," ",HIP 100455,305.55731,-49.73849
1390,HIP 100184,100184," ",192886,F6 IV-V," ",6451,4.33,1.9,0.02," "," ",0.179,-4.782,"I "," ",CTIO," ",HIP 100184,304.82438,-47.58029
1391,HIP 100223,100223," ",192961,K5.5 V," ",,,,," "," ",0.507,-4.861,"I "," ",CTIO," ",HIP 100223,304.9039,-46.42812
1404,HIP 101726,101726," ",196141,G2 V," ",5746,4.59,1.0,-0.06," "," ",0.297,-4.523,"A "," ",CTIO," ",HIP 101726,309.2985,-44.74474
1423,HIP 103019,103019," "," ",K6.5 V (k)," ",,,,," "," ",1.359,-4.691,"A "," ",CTIO," ",HIP 103019,313.06825,-39.9974
1400,HIP 101432,101432," ",195521,G1.5 V," ",5678,4.11,1.0,-0.06," "," ",0.391,-4.375,"A "," ",CTIO," ",HIP 101432,308.34534,-41.5247
1352,HIP  97370,97370," ",186651,F9.5 V," ",6085,4.31,1.0,0.05," "," ",0.17,-4.888,"I "," ",CTIO," ",HIP  97370,296.85456,-43.34512
1374,HIP  98813,98813," ",189931,G1 V," ",5867,4.42,1.0,0.05," "," ",0.19,-4.816,"I "," ",CTIO,S,HIP  98813,301.01116,-37.87649
1382,HIP  99461,99461," ",191408,K2.5 V," ",4857,4.57,1.0,-0.57," "," ",0.156,-5.079,"I "," ",SO," ",HIP  99461,302.79974,-36.10121
1365,HIP  98470,98470," ",189245,F8.5 V Fe-0.6 CH-0.5," ",6333,4.31,1.0,-0.09," "," ",0.47,-4.164,VA,*,SO," ",HIP  98470,300.08437,-33.70345
1273,HIP  90223,90223," ",168871,G0- V," ",5997,4.29,1.0,-0.09," "," ",0.161,-4.955,"I "," ",CTIO,S,HIP  90223,276.13807,-49.65288
1275,HIP  90466,90466," "," ",K6+ V," ",,,,," "," ",0.402,-4.964,"I "," ",CTIO," ",HIP  90466,276.89898,-51.06026
1269,HIP  89808,89808," ",167954,F9 V," ",6250,4.27,1.0,0.09," "," ",0.166,-4.889,"I "," ",CTIO," ",HIP  89808,274.92202,-45.69916
1317,HIP  94050,94050," ",177996,K1.5 V (k)," ",4998,4.27,1.0,-0.02," "," ",0.58,-4.355,"A "," ",CTIO," ",HIP  94050,287.21034,-42.42812
1312,HIP  93858,93858," ",177565,G6 V," ",5624,4.38,1.0,0.09," "," ",0.167,-4.973,"I "," ",CTIO/SO," ",HIP  93858,286.7186,-37.81066
1310,HIP  93825,93825," ",177474,F8 V," ",6202,4.1,1.0,-0.09," "," ",0.165,-4.89,"I "," ",CTIO/SO," ",HIP  93825,286.60463,-37.06344
1257,HIP  88553,88553," ",164748,G8 V," ",5460,4.57,1.0,-0.09," "," ",0.217,-4.772,"I "," ",CTIO," ",HIP  88553,271.22389,-44.66219
1264,HIP  89211,89211," ",166348,K6 V (k)," ",,,,," "," ",1.293,-4.665,"A "," ",CTIO," ",HIP  89211,273.08913,-43.44485
1286,HIP  90936,90936," ",170773,F5 V," ",6606,4.26,1.8,-0.04," "," ",0.297,-4.389,"A "," ",CTIO," ",HIP  90936,278.25382,-39.89202
1293,HIP  91862,91862," "," ",K5 V," ",,,,," "," ",0.197,-5.097,"I "," ",CTIO," ",HIP  91862,280.92418,-40.05866
1302,HIP  92858,92858," ",175073,K1 V," ",5017,4.54,1.0,-0.25," "," ",0.21,-4.889,"I "," ",CTIO," ",HIP  92858,283.82838,-37.49835
1300,HIP  92759,92759," "," ",K2.5 V (k)," ",,,,," "," ",0.518,-4.535,"A "," ",CTIO," ",HIP  92759,283.53615,-36.65656
1292,HIP  91700,91700," ",172513,G8 V," ",5465,4.47,1.0,-0.1," "," ",0.165,-5.001,"I "," ",CTIO," ",HIP  91700,280.50982,-34.46633
1337,HIP  96113,96113," ",183783,K4+ V," ",,,,," "," ",0.324,-4.935,"I "," ",CTIO/SO," ",HIP  96113,293.12612,-35.45173
1328,HIP  95149,95149," ",181321,G1 V," ",5810,4.49,1.0,-0.08," "," ",0.374,-4.372,"A "," ",CTIO/SO," ",HIP  95149,290.37387,-34.98343
1327,HIP  95110,95110," ",181199B,K2 V," ",,,,," "," ",0.226,-4.7,"A "," ",CTIO," ",HIP  95110,290.22693,-33.05517
1334,HIP  95849,95849," ",183216,F8.5 V Fe+0.4," ",6000,4.36,1.0,0.11," "," ",0.226,-4.674,"A "," ",CTIO/SO," ",HIP  95849,292.41905,-30.79776
1360,HIP  98130,98130," ",188474,K3.5 V (k)," ",,,,," "," ",0.279,-4.905,"I "," ",SO," ",HIP  98130,299.15428,-31.33532
1353,HIP  97405,97405," ",186853,G5 V," ",5693,4.46,1.0,-0.01," "," ",0.175,-4.92,"I "," ",CTIO/SO,S,HIP  97405,296.96293,-29.15928
1358,HIP  98066,98066," ",188376,G5 IV," ",5425,3.56,1.0,-0.08," "," ",0.132,-5.209,VI," ",CTIO/SO," ",HIP  98066,298.95984,-26.29936
1315,HIP  94020,94020," ",178076,G8.5 V (k)," ",5408,4.44,1.0,0.07," "," ",0.358,-4.525,"A "," ",CTIO/SO," ",HIP  94020,287.13221,-30.97265
1338,HIP  96124,96124," ",183877,G8 V Fe-1 CH-0.5," ",5553,4.47,1.0,-0.32," "," ",0.18,-4.898,"I "," ",SO," ",HIP  96124,293.16805,-28.01981
1342,HIP  96635,96635," ",185181,K1 IV k,*,,,,," "," ",0.853,-4.185,VA,*,CTIO/SO," ",HIP  96635,294.7148,-25.87194
1323,HIP  94645,94645," ",179949,F8.5 V," ",6124,3.86,1.0,0.11," "," ",0.19,-4.782,"I "," ",SO," ",HIP  94645,288.88846,-24.17935
1340,HIP  96370,96370," ",184509,F8.5 V," ",6076,4.35,1.0,-0.2," "," ",0.171,-4.88,"I "," ",CTIO/SO," ",HIP  96370,293.8991,-20.78209
1331,HIP  95417,95417," "," ",K8 V (k)," ",,,,," "," ",1.302,-4.801,"I "," ",SO," ",HIP  95417,291.14265,-22.06218
1436,HIP 103832,103832," "," ",K5 V," ",,,,," "," ",0.564,-4.799,"I "," ",CTIO," ",HIP 103832,315.60718,-38.95081
1437,HIP 103882,103882," ",200163,F5 V," ",6589,3.94,2.0,-0.13," "," ",0.291,-4.395,"A "," ",CTIO," ",HIP 103882,315.74147,-38.63145
1420,HIP 102580,102580," ",197823,K0 IV-V," ",5261,4.34,1.0,0.02," "," ",0.214,-4.81,"I "," ",CTIO," ",HIP 102580,311.81925,-35.15409
1433,HIP 103768,103768," ",199981,K6 V (k)," ",,,,," "," ",1.197,-4.601,"A "," ",CTIO," ",HIP 103768,315.41292,-32.52448
1477,HIP 107133,107133," "," ",K6+ V (k)," ",,,,," "," ",1.274,-4.655,"A "," ",CTIO," ",HIP 107133,325.51692,-30.59426
1447,HIP 104809,104809," ",201989,G5 V," ",5579,4.43,1.0,-0.07," "," ",0.316,-4.513,"A "," ",SO," ",HIP 104809,318.50751,-29.66352
1451,HIP 105312,105312," ",202940,G7 V," ",5354,4.32,1.0,-0.5," "," ",0.167,-4.988,"I "," ",SO," ",HIP 105312,319.94012,-26.35288
1402,HIP 101549,101549," "," ",K2 V (k)," ",,,,," "," ",0.433,-4.606,"A "," ",CTIO," ",HIP 101549,308.69236,-33.92263
1414,HIP 102264,102264," ",197214,G6 V," ",5593,4.5,1.0,-0.24," "," ",0.178,-4.903,"I "," ",SO," ",HIP 102264,310.81665,-29.42392
1397,HIP 100925,100925," ",194640,G8 V," ",5500,4.44,1.0,-0.01," "," ",0.178,-4.924,"I "," ",SO," ",HIP 100925,306.93434,-30.86785
1425,HIP 103389,103389," ",199260,F6 V," ",6241,4.32,1.0,-0.26," "," ",0.313,-4.402,"A "," ",SO," ",HIP 103389,314.19721,-26.29638
1416,HIP 102485,102485," ",197692,F5 V," ",6633,4.22,2.0,-0.08," "," ",0.29,-4.404,"A "," ",SO," ",HIP 102485,311.52389,-25.2709
1418,HIP 102495,102495," "," ",K6.5 V," ",,,,," "," ",1.139,-4.72,"A "," ",CTIO," ",HIP 102495,311.57658,-23.08053
1434,HIP 103787,103787," ",200083,K3.5 V," ",,,,," "," ",0.288,-4.93,"I "," ",CTIO," ",HIP 103787,315.47116,-22.5826
1473,HIP 106913,106913," ",205905,G1 V," ",5795,4.43,1.0,-0.08," "," ",0.253,-4.609,"A "," ",SO," ",HIP 106913,324.7923,-27.30657
1492,HIP 107877,107877," ",207692,F6- V," ",6290,4.15,2.0,-0.33," "," ",0.186,-4.762,"I "," ",SO," ",HIP 107877,327.85253,-23.27062
1484,HIP 107427,107427," "," ",F5.5 V,*,,,,," "," ",0.19,-4.713,"A "," ",CTIO," ",HIP 107427,326.37394,-21.55847
1538,HIP 110750,110750," ",212658,K4.5 V k," ",,,,," "," ",1.39,-4.372,"A "," ",SO," ",HIP 110750,336.55637,-19.18843
1468,HIP 106353,106353," ",204941,K2 V," ",,,,," "," ",0.155,-5.087,"I "," ",CTIO," ",HIP 106353,323.09796,-20.95742
1470,HIP 106559,106559," ",205289,F5 V Fe-0.8 CH-0.4," ",6633,4.14,2.0,-0.3," "," ",0.307,-4.363,"A "," ",SO," ",HIP 106559,323.71272,-20.08426
1454,HIP 105341,105341," ",203040,K6.5 V k," ",,,,," "," ",1.938,-4.552,"A "," ",CTIO," ",HIP 105341,320.05759,-19.85229
1491,HIP 107805,107805," ",207583,G8- V," ",5505,4.47,1.0,-0.06," "," ",0.313,-4.549,"A "," ",SO," ",HIP 107805,327.59626,-16.19653
1503,HIP 108468,108468," ",208704,G1 V," ",5753,4.35,1.0,-0.36," "," ",0.165,-4.961,"I "," ",SO," ",HIP 108468,329.60136,-12.66466
1476,HIP 107095,107095," ",206301,G1 IV," ",5634,3.76,1.0,-0.1," "," ",0.233,-4.697,"A "," ",SO," ",HIP 107095,325.38691,-14.04762
1483,HIP 107412,107412," ",206893,F5 V," ",6571,4.16,2.0,-0.23," "," ",0.266,-4.466,"A "," ",SO," ",HIP 107412,326.34127,-12.78335
1490,HIP 107758,107758," "," ",K7- V (k)," ",,,,," "," ",1.436,-4.728,"A "," ",CTIO," ",HIP 107758,327.4414,-11.68252
1387,HIP  99825,99825," ",192310,K2+ V," ",5015,4.47,1.0,0.02," "," ",0.165,-5.048,"I "," ",SO," ",HIP  99825,303.82247,-27.03298
1409,HIP 101997,101997," ",196761,G8 V," ",5489,4.54,1.0,-0.26," "," ",0.173,-4.948,"I "," ",SO," ",HIP 101997,310.04898,-23.77387
1417,HIP 102486,102486," ",197711,K1 IV-V," ",4746,4.27,1.0,-0.25," "," ",0.177,-5.026,"I "," ",SO," ",HIP 102486,311.54038,-21.74577
1410,HIP 102119,102119," ",196998,K5+ V ke," ",,,,," "," ",3.79,-3.902,VA,*,SO," ",HIP 102119,310.42603,-22.32237
1419,HIP 102521,102521," ",197818,G1 V," ",5831,4.5,1.0,-0.28," "," ",0.167,-4.942,"I "," ",SO," ",HIP 102521,311.64279,-17.1629
1356,HIP  97944,97944," ",188088,K2 IV (k)," ",4774,4.24,1.0,0.29," "," ",0.563,-4.582,"A "," ",SO," ",HIP  97944,298.57394,-23.94107
1355,HIP  97805,97805," ",187760,K5 V k," ",,,,," "," ",1.074,-4.517,"A "," ",SO," ",HIP  97805,298.12465,-23.94918
1381,HIP  99385,99385," ",191391,K6 V k," ",,,,," "," ",1.585,-4.576,"A "," ",SO," ",HIP  99385,302.58155,-20.49344
1363,HIP  98413,98413," ",189242,K2+ V," ",,,,," "," ",0.271,-4.802,"I "," ",CTIO," ",HIP  98413,299.94137,-20.21041
1351,HIP  97358,97358," ",186803,G6 V," ",5586,4.48,1.0,-0.07," "," ",0.238,-4.694,"A "," ",CTIO/SO," ",HIP  97358,296.82542,-18.74666
1367,HIP  98589,98589," ",189625,G2- V," ",5752,4.39,1.0,0.01," "," ",0.186,-4.859,"I "," ",SO,S,HIP  98589,300.38667,-16.869
1388,HIP 100047,100047," "," ",K8 V," ",,,,," "," ",0.946,-4.801,"I "," ",CTIO," ",HIP 100047,304.46825,-17.28584
1386,HIP  99651,99651," ",192031,K2 V Fe-1.8 CH-1.2," ",5387,4.47,1.0,-0.74," "," ",0.15,-5.081,"I "," ",SO," ",HIP  99651,303.3441,-15.43211
1379,HIP  99322,99322," ",191285,K5- V," ",,,,," "," ",0.668,-4.692,"A "," ",CTIO," ",HIP  99322,302.40195,-14.28691
1383,HIP  99550,99550," "," ",M0 V k," ",,,,," "," ",1.82,-4.699,"A "," ",SO," ",HIP  99550,303.03939,-12.89316
1384,HIP  99572,99572," ",191862,F7 V Fe-0.5," ",6397,4.21,1.0,-0.11," "," ",0.182,-4.772,"I "," ",SO," ",HIP  99572,303.10779,-12.6175
1427,HIP 103576,103576," "," ",K7 V (k)," ",,,,," "," ",1.787,-4.648,"A "," ",CTIO," ",HIP 103576,314.77736,-16.09356
1439,HIP 104239,104239," ",200968,G9.5 V (k)," ",,,,," "," ",0.35,-4.65,"A "," ",SO," ",HIP 104239,316.79325,-13.92293
1421,HIP 102664,102664," ",198075,G0.5 V," ",5830,4.57,1.0,-0.36," "," ",0.162,-4.969,"I "," ",SO," ",HIP 102664,312.06329,-12.4543
1428,HIP 103581,103581," ",199704,K2 IV," ",,,,," "," ",0.204,-4.981,"I "," ",SO," ",HIP 103581,314.81016,-10.71373
1465,HIP 106147,106147," ",204587,K7 V (k)," ",,,,," "," ",0.747,-4.839,"I "," ",SO," ",HIP 106147,322.51148,-12.51007
1464,HIP 106007,106007," ",204363,F9 V Fe-1.3 CH-0.7," ",6251,4.35,1.0,-0.41," "," ",0.21,-4.663,"A "," ",SO," ",HIP 106007,322.05811,-11.56829
1449,HIP 105204,105204," ",202819,K4+ V (k)," ",,,,," "," ",0.307,-4.988,"I "," ",SO," ",HIP 105204,319.66357,-8.03959
1401,HIP 101507,101507," ",195838,F9 V Fe-0.6 CH-0.3," ",6057,3.73,1.0,-0.16," "," ",0.152,-4.987,"I "," ",SO," ",HIP 101507,308.54873,-13.72109
1395,HIP 100492,100492," ",193844,K2 V," ",,,,," "," ",0.235,-4.848,"I "," ",SO," ",HIP 100492,305.67448,-10.30187
1432,HIP 103699,103699," ",199976,G9 V," ",5299,4.43,1.0,-0.3," "," ",0.367,-4.475,"A "," ",CTIO," ",HIP 103699,315.20424,-8.34287
