recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
956,32091,7252,247,4.16,0.14,,,1024,1198,1277,848,1886,68,230,2738,95,1134,1.51,1.5,1.49,1.4,1.6,68,1.3,1.8,95,1.52,100.56825,-38.39879
970,32537,12330,419,4.33,0.14,193,0,118,143,170,110,200,68,35,211,95,28,3.16,3.17,3.1,2.9,3.3,68,2.8,3.5,95,2.93,101.83916,-37.9297
995,33451,6420,218,4.25,0.14,,,2614,2854,2699,1949,4974,68,772,7286,95,2485,1.23,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.22,104.32327,-35.50715
981,32938,8166,278,4.31,0.14,,,384,480,678,290,944,68,65,1155,95,140,1.72,1.71,1.69,1.6,1.8,68,1.5,1.9,95,1.69,102.92676,-36.23027
950,31690,6214,211,3.77,0.14,,,2379,3073,3705,1830,6683,68,376,7943,95,2415,1.12,1.11,1.07,1.0,1.2,68,1.0,1.3,95,1.53,99.4591,-36.11385
1036,35947,6658,226,4.34,0.14,,,1398,1702,1967,944,3255,68,230,5464,95,362,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.3,111.15635,-38.27331
1047,36304,9911,337,4.11,0.14,192,0,200,248,360,169,437,68,41,473,95,366,2.25,2.27,2.2,2.1,2.3,68,2.0,2.5,95,2.36,112.09576,-37.81017
1077,37710,7238,246,4.18,0.14,,,698,917,1206,531,1679,68,109,2113,95,1081,1.48,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.51,116.04036,-36.06251
1074,37612,7318,249,4.23,0.14,,,1228,1244,1241,1071,1462,68,866,1728,95,763,1.75,1.73,1.69,1.6,1.9,68,1.4,2.1,95,1.51,115.76292,-33.31245
1059,36807,7404,252,3.86,0.14,,,742,972,1138,632,1528,68,145,1884,95,1174,1.55,1.54,1.52,1.4,1.6,68,1.4,1.7,95,1.83,113.55344,-33.46343
1096,38423,6441,219,4.36,0.14,,,1910,2316,2778,1313,5826,68,274,7499,95,836,1.18,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.22,118.06526,-34.70544
1070,37519,7379,251,4.3,0.14,,,519,658,1014,376,1372,68,79,1679,95,159,1.51,1.51,1.49,1.4,1.6,68,1.4,1.7,95,1.52,115.50494,-32.07966
1091,38177,6472,220,4.28,0.14,,,1631,2054,2476,1057,4998,68,237,7286,95,1926,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.23,117.35068,-30.55801
1005,34200,7006,238,4.21,0.14,,,1480,1545,1518,1275,1926,68,794,2585,95,1086,1.54,1.53,1.46,1.4,1.6,68,1.3,1.8,95,1.43,106.38341,-34.7777
1003,34138,6502,221,3.92,0.14,,,2534,2512,2337,1728,3162,68,1454,5012,95,2408,1.42,1.42,1.41,1.2,1.6,68,1.1,1.7,95,1.46,106.18521,-31.94545
1000,33705,6469,220,4.27,0.14,,,2607,2901,2623,1844,5120,68,750,7499,95,2109,1.25,1.24,1.18,1.1,1.3,68,1.0,1.5,95,1.24,105.04072,-31.14169
1001,33760,6490,221,3.85,0.14,,,1457,1786,2337,917,4467,68,200,6879,95,2121,1.2,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.54,105.17713,-28.48957
1061,36890,6700,228,4.4,0.14,,,2089,2033,1911,1516,2590,68,1223,4340,95,39,1.48,1.51,1.46,1.3,1.6,68,1.2,1.8,95,1.31,113.76428,-28.49811
1062,36917,13926,473,4.29,0.14,199,0,51,65,96,42,120,68,10,126,95,27,3.67,3.65,3.6,3.5,3.8,68,3.4,4.0,95,3.55,113.84539,-28.36933
1056,36721,8315,283,4.0,0.14,,,402,504,678,325,891,68,75,1059,95,794,1.77,1.76,1.72,1.7,1.9,68,1.6,2.0,95,1.97,113.29073,-24.71073
1023,35323,6771,230,4.41,0.14,,,1147,1413,1655,649,3350,68,150,5957,95,37,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.32,109.44576,-25.98567
1021,35229,8718,296,4.32,0.14,,,409,516,604,361,777,68,100,917,95,131,1.92,1.9,1.86,1.8,2.0,68,1.7,2.2,95,1.83,109.20942,-25.15902
1060,36817,6560,223,4.21,0.14,,,2422,2378,2271,1691,3138,68,1334,5309,95,2110,1.37,1.37,1.35,1.2,1.5,68,1.1,1.6,95,1.29,113.57757,-23.47366
1239,44500,6719,228,4.23,0.14,,,1122,1413,1753,649,3162,68,150,5623,95,1510,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.34,135.99376,-36.73896
1261,45448,6459,220,3.26,0.14,,,2760,2670,2476,1905,3266,58,1585,5788,95,945,1.36,1.35,1.38,1.2,1.5,68,1.1,1.6,95,2.16,138.93783,-37.41314
1247,44797,6489,221,3.96,0.14,,,2664,2631,2406,1883,3310,59,1454,6131,95,2380,1.33,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.45,136.93637,-34.12243
1236,44393,7607,259,4.33,0.14,,,424,546,829,307,1189,68,63,1413,95,23,1.57,1.57,1.55,1.5,1.6,68,1.4,1.7,95,1.56,135.64387,-31.01764
1288,46081,10686,363,4.63,0.14,149,1,123,152,234,97,314,68,23,345,95,6,2.47,2.46,2.42,2.3,2.6,68,2.3,2.7,95,4.37,140.95738,-35.24753
1314,46934,6605,225,4.35,0.14,,,1236,1506,1967,729,3652,68,158,5957,95,221,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.29,143.49001,-31.94089
1301,46617,7033,239,3.95,0.14,,,1048,1297,1433,917,2054,68,218,2585,95,1533,1.45,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.62,142.5913,-31.54996
1308,46810,7161,243,3.95,0.14,,,1004,1225,1353,891,1830,68,230,2304,95,1415,1.5,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.67,143.07661,-28.62777
1274,45636,6570,223,4.37,0.14,,,1377,1658,2271,794,5012,68,168,7286,95,40,1.17,1.16,1.13,1.0,1.2,68,1.0,1.4,95,1.28,139.53612,-27.28413
1175,42302,7315,249,4.22,0.14,,,485,605,986,335,1372,68,71,1679,95,847,1.49,1.49,1.49,1.4,1.6,68,1.3,1.6,95,1.51,129.37348,-33.74568
1193,42937,7162,244,4.15,0.14,,,1195,1339,1353,1107,1740,68,460,2239,95,1252,1.55,1.53,1.49,1.4,1.6,68,1.3,1.8,95,1.51,131.28687,-32.24926
1159,41754,7627,259,4.25,0.14,,,828,1000,1044,750,1372,68,237,1778,95,545,1.64,1.63,1.58,1.5,1.7,68,1.4,1.9,95,1.58,127.71129,-33.64476
1198,43316,6431,219,4.07,0.14,,,1665,2113,2778,1069,5649,68,218,7499,95,2651,1.16,1.15,1.13,1.0,1.2,68,1.0,1.3,95,1.34,132.36334,-30.93388
1150,41335,7121,242,4.0,0.14,,,1398,1454,1392,1189,1679,68,962,2090,95,1465,1.67,1.65,1.6,1.5,1.8,68,1.4,2.0,95,1.6,126.50239,-32.16999
1139,41044,6409,218,4.09,0.14,,,2236,2738,2943,1639,5958,68,410,7943,95,2733,1.19,1.18,1.13,1.1,1.3,68,1.0,1.4,95,1.33,125.64142,-28.97676
1177,42334,11614,395,4.33,0.14,240,0,67,79,124,46,200,68,12,230,95,34,2.74,2.73,2.7,2.6,2.8,68,2.5,3.0,95,2.68,129.4673,-26.255
1213,43825,8609,293,3.77,0.14,68,0,296,371,539,235,734,68,53,841,95,624,1.84,1.83,1.8,1.7,1.9,68,1.7,2.0,95,2.34,133.88154,-27.68187
1230,44276,7229,246,3.87,0.14,,,1166,1334,1314,1059,1631,68,473,2113,95,1302,1.57,1.56,1.49,1.4,1.7,68,1.4,1.8,95,1.76,135.24028,-24.96993
1214,43853,8515,289,4.36,0.14,,,310,389,570,244,750,68,56,866,95,16,1.82,1.81,1.77,1.7,1.9,68,1.7,2.0,95,1.78,133.98293,-23.8183
1228,44175,6688,227,4.23,0.14,,,1072,1280,1655,578,3541,68,130,5957,95,1572,1.23,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.32,134.97347,-22.69152
1206,43626,6529,222,4.26,0.14,,,1341,1679,2207,780,4632,68,168,6879,95,1862,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.26,133.27571,-22.11698
1347,47811,7102,241,3.91,0.14,,,685,891,1241,477,1845,68,97,2441,95,1436,1.42,1.43,1.41,1.3,1.5,68,1.3,1.6,95,1.68,146.19927,-27.63048
1353,47957,6788,231,4.41,0.14,,,1281,1268,1277,1033,1556,68,890,1848,92,38,1.9,1.91,1.86,1.8,2.1,68,1.6,2.2,95,1.33,146.59027,-27.27612
1362,48125,6575,224,4.32,0.14,,,1607,1995,2207,1059,4467,68,244,6879,95,995,1.23,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.27,147.1785,-26.41445
1346,47794,6314,215,4.37,0.14,,,2007,2585,3398,1423,6464,68,290,7943,95,1419,1.14,1.13,1.07,1.0,1.2,68,1.0,1.3,95,1.17,146.15542,-26.88819
1379,48763,7978,271,4.22,0.14,,,413,524,761,335,1000,68,71,1122,95,634,1.68,1.67,1.63,1.6,1.7,68,1.5,1.8,95,1.69,149.19518,-26.54967
1390,49339,7323,249,3.85,0.14,,,564,715,1075,410,1454,68,87,1830,95,1216,1.5,1.5,1.49,1.4,1.6,68,1.3,1.6,95,1.82,151.08726,-24.28554
1325,47159,6820,232,4.3,0.14,,,904,1155,1518,562,2512,68,119,4097,95,504,1.32,1.32,1.32,1.2,1.4,68,1.1,1.5,95,1.36,144.14026,-24.70282
1313,46897,10075,343,4.17,0.14,177,0,235,286,350,209,436,68,61,487,95,294,2.34,2.32,2.28,2.2,2.5,68,2.1,2.6,95,2.35,143.35855,-22.86388
1309,46858,6377,217,3.95,0.14,,,2848,2749,2476,1952,3872,68,1628,5380,93,2987,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.38,143.23174,-22.52193
1341,47646,6590,224,4.41,0.14,,,1289,1280,1172,1090,1540,68,972,2054,95,40,1.92,1.92,1.91,1.8,2.0,68,1.6,2.1,95,1.27,145.71171,-22.96549
1357,48005,6431,219,4.15,0.14,,,2022,1973,2024,1440,2549,67,1160,3911,95,2715,1.62,1.62,1.63,1.5,1.8,68,1.3,2.0,95,1.29,146.78269,-21.70069
1386,49090,6542,222,4.11,0.14,,,2002,2371,2337,1437,4628,68,398,6879,95,2356,1.25,1.24,1.24,1.1,1.3,68,1.0,1.4,95,1.35,150.29506,-23.14652
1396,49561,6831,232,4.36,0.14,,,1309,1334,1277,1017,1584,68,866,2054,95,34,1.88,1.88,1.86,1.7,2.1,68,1.6,2.2,95,1.35,151.78169,-21.25573
1422,50340,6389,217,3.63,0.14,,,1672,2056,2778,1075,5705,68,218,7499,95,1936,1.15,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.68,154.19114,-20.66968
1442,50966,6584,224,4.47,0.14,,,1999,2239,2271,1423,4359,68,447,6879,95,43,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.28,156.1532,-19.09249
1433,50693,6789,231,4.15,0.14,,,854,1045,1518,516,2512,68,109,3981,95,1738,1.3,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.4,155.28316,-17.98496
1384,48962,6297,214,4.15,0.14,,,2492,3001,3398,1928,6361,68,460,7943,95,3396,1.16,1.15,1.13,1.0,1.2,68,1.0,1.3,95,1.23,149.82454,-20.17319
1275,45638,6571,223,4.24,0.14,,,1419,1778,2207,851,4640,68,183,6879,95,1926,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.28,139.53727,-22.67555
1263,45491,6651,226,4.2,0.14,,,1093,1372,1804,631,3255,68,141,5464,95,1872,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.32,139.04188,-21.19728
1323,47070,9453,321,4.26,0.14,51,0,177,224,330,132,479,68,32,546,95,243,2.07,2.06,2.03,2.0,2.1,68,1.9,2.3,95,2.08,143.89084,-19.58339
1249,44923,10783,367,4.05,0.14,227,0,166,205,270,147,325,68,41,355,95,288,2.56,2.58,2.5,2.4,2.7,68,2.3,2.9,95,2.71,137.26754,-18.32855
1333,47363,7935,270,4.31,0.14,,,320,410,604,224,933,68,50,1122,95,159,1.65,1.65,1.63,1.6,1.7,68,1.5,1.8,95,1.64,144.75039,-17.62417
1356,47985,6256,213,3.78,0.14,,,1951,2442,3398,1363,6198,68,274,7718,95,2768,1.12,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.47,146.7079,-16.54658
1381,48830,7197,245,4.27,0.14,,,891,1122,1314,777,1761,68,183,2175,95,511,1.5,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.47,149.41531,-16.52213
1376,48636,6598,224,4.27,0.14,,,2278,2293,2207,1631,3162,68,1090,5788,95,1505,1.36,1.35,1.32,1.2,1.5,68,1.1,1.6,95,1.28,148.75924,-12.46745
1358,48007,6643,226,3.97,0.14,,,1199,1471,1911,729,3350,68,163,5623,95,2098,1.26,1.26,1.24,1.2,1.3,68,1.1,1.4,95,1.48,146.79272,-10.74383
1124,40343,7294,248,4.34,0.14,,,1148,1296,1277,996,1693,68,422,2371,95,26,1.57,1.56,1.52,1.4,1.7,68,1.3,1.8,95,1.48,123.55464,-24.9325
1151,41360,6606,225,4.17,0.14,,,1237,1514,1967,750,3548,68,163,5788,95,2114,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.33,126.57321,-27.14499
1156,41504,9012,306,4.06,0.14,111,0,539,560,554,491,658,68,365,772,95,566,2.19,2.17,2.14,2.0,2.3,68,1.9,2.6,95,2.13,126.97366,-26.13295
1162,41949,7793,265,4.37,0.14,,,474,604,854,376,1122,68,82,1334,95,21,1.63,1.63,1.6,1.5,1.7,68,1.5,1.8,95,1.6,128.2702,-24.60696
1109,39468,6552,223,4.27,0.14,,,1563,1900,2271,1059,4097,68,244,6310,95,1742,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.27,121.00545,-26.97332
1118,40010,7410,252,3.96,0.14,,,1134,1204,1206,957,1576,68,516,2304,95,1237,1.63,1.61,1.58,1.5,1.8,68,1.4,1.9,95,1.73,122.56496,-22.5333
1191,42928,8064,274,4.07,0.14,,,347,435,659,259,917,68,56,1090,95,866,1.69,1.68,1.66,1.6,1.8,68,1.5,1.9,95,1.83,131.22979,-21.16783
1200,43338,7827,266,4.39,0.14,,,466,613,854,382,1102,68,79,1223,95,22,1.65,1.64,1.6,1.6,1.7,68,1.5,1.8,95,1.61,132.43726,-21.04844
1148,41282,6754,230,4.35,0.14,,,1449,1691,1857,917,3548,68,244,6494,95,34,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.34,126.32917,-21.04595
1092,38235,7279,247,4.17,0.14,,,670,852,1172,508,1636,68,103,2054,95,1084,1.49,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.52,117.49618,-23.79825
1095,38388,6631,225,4.03,0.14,,,1718,2054,2144,1213,3904,68,345,6494,95,2162,1.28,1.31,1.27,1.2,1.4,68,1.1,1.5,95,1.44,117.95498,-20.72065
1103,39095,8872,302,3.38,0.14,,,568,592,604,531,688,68,376,772,95,403,2.15,2.13,2.08,2.0,2.3,68,1.8,2.5,95,2.94,119.96688,-18.39923
1161,41893,7630,259,4.08,0.14,,,568,750,958,472,1278,68,103,1496,95,1066,1.6,1.62,1.58,1.5,1.7,68,1.4,1.8,95,1.69,128.13901,-15.03014
1133,40842,6750,229,4.32,0.14,,,1195,1496,1753,729,3255,68,168,5788,95,438,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,125.01347,-14.61272
1104,39187,7596,258,4.43,0.14,,,440,579,879,335,1184,68,71,1334,95,25,1.58,1.57,1.55,1.5,1.6,68,1.5,1.7,95,1.58,120.22618,-15.73889
1131,40786,6411,218,4.24,0.14,,,2918,2830,2476,2054,4097,68,1631,5788,95,2616,1.34,1.33,1.24,1.2,1.5,68,1.1,1.6,95,1.22,124.87298,-11.88301
1227,44162,6469,220,3.98,0.14,,,1504,1851,2406,972,4597,68,211,6879,95,2450,1.19,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.42,134.91631,-19.20804
1253,45055,6746,229,4.18,0.14,,,798,952,1433,434,2585,68,94,4340,95,1700,1.27,1.27,1.24,1.2,1.4,68,1.1,1.4,95,1.36,137.64588,-16.97247
1252,45018,7283,248,3.94,0.14,,,1087,1228,1277,891,1884,68,266,2818,95,1318,1.52,1.52,1.49,1.4,1.6,68,1.3,1.8,95,1.71,137.5431,-16.86261
1217,43920,6775,230,4.44,0.14,,,1057,1266,1608,579,3162,68,133,5788,95,54,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.33,134.20703,-17.43339
1266,45511,8054,274,4.21,0.14,,,469,613,783,406,1004,68,92,1122,95,622,1.72,1.7,1.66,1.6,1.8,68,1.6,1.9,95,1.71,139.11476,-13.83411
1282,45841,6492,221,4.21,0.14,,,2440,2592,2476,1830,4340,68,772,6494,95,2387,1.27,1.26,1.24,1.1,1.4,68,1.1,1.5,95,1.27,140.19385,-13.80753
1307,46744,7669,261,4.12,0.14,,,378,487,739,274,1090,68,58,1259,95,987,1.59,1.58,1.58,1.5,1.6,68,1.5,1.7,95,1.67,142.91246,-10.55202
1280,45802,6791,231,4.32,0.14,,,2001,1940,1804,1402,2540,68,1122,4467,95,241,1.5,1.49,1.46,1.3,1.7,68,1.2,1.8,95,1.35,140.08754,-9.61018
1242,44578,7507,255,4.23,0.14,,,580,744,1014,473,1334,68,100,1585,95,712,1.56,1.56,1.55,1.5,1.6,68,1.4,1.7,95,1.56,136.23893,-10.12189
1279,45730,6492,221,4.08,0.14,,,2529,2512,2337,1639,3210,68,1406,5105,94,2487,1.44,1.44,1.46,1.2,1.6,68,1.1,1.8,95,1.35,139.8439,-8.35372
1202,43507,6555,223,4.07,0.14,,,1795,2175,2271,1296,4097,68,345,6494,95,2327,1.26,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.38,132.93142,-9.1254
1190,42924,6250,212,3.99,0.14,,,3053,3488,4664,2369,6589,68,944,8913,95,3150,1.17,1.16,1.13,1.0,1.2,68,1.0,1.4,95,1.34,131.21866,-8.25684
1137,40993,6794,231,3.87,0.14,,,859,1090,1518,531,2512,68,106,3868,95,1694,1.31,1.34,1.3,1.2,1.4,68,1.1,1.5,95,1.62,125.48749,-10.74812
1165,42037,6838,232,4.27,0.14,,,880,1066,1433,501,2585,68,109,4467,95,889,1.31,1.34,1.3,1.2,1.4,68,1.1,1.5,95,1.37,128.53893,-9.95273
1169,42146,10292,350,4.07,0.14,12,0,128,157,241,96,347,68,23,387,95,337,2.33,2.32,2.28,2.2,2.4,68,2.1,2.5,95,2.53,128.86749,-7.98229
1212,43822,8139,277,4.33,0.14,,,719,796,829,676,1001,68,325,1189,95,18,1.84,1.82,1.77,1.7,1.9,68,1.6,2.1,95,1.68,133.87337,-7.97115
1222,44030,6828,232,4.25,0.14,,,1375,1601,1703,944,2985,68,259,5623,95,1024,1.34,1.35,1.35,1.2,1.4,68,1.1,1.6,95,1.37,134.49375,-4.8593
1234,44379,6490,221,4.3,0.14,,,1503,1846,2337,972,4467,68,211,6683,95,1561,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.24,135.6007,-2.36585
1224,44116,6459,220,4.37,0.14,,,1720,2175,2623,1127,5448,68,244,7499,95,534,1.18,1.17,1.15,1.1,1.3,68,1.0,1.3,95,1.23,134.77494,-0.62385
1220,43995,6912,235,4.44,0.14,,,647,783,1206,387,1995,68,79,2901,95,54,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.37,134.38205,-0.65782
2344,78866,6808,231,4.43,0.14,,,1778,1765,1703,1421,2170,68,1122,2818,95,48,1.57,1.59,1.52,1.4,1.7,68,1.3,1.9,95,1.34,241.47624,-89.30855
2186,74296,10759,366,4.21,0.14,36,0,274,289,294,259,325,68,183,365,95,197,2.79,2.77,2.7,2.5,2.9,68,2.4,3.2,95,2.53,227.78674,-84.78781
2280,76996,8881,302,4.06,0.14,128,0,431,511,570,391,735,68,130,866,95,598,1.99,1.98,1.94,1.8,2.1,68,1.7,2.3,95,2.08,235.82055,-84.46528
2398,80611,6145,209,4.27,0.14,,,2918,2843,2778,2088,3984,62,1629,5879,95,4516,1.42,1.42,1.46,1.2,1.6,68,1.1,1.7,95,1.11,246.88477,-83.47597
1970,66660,6736,229,4.11,0.14,,,1951,1928,1857,1496,2371,68,1204,3601,94,1914,1.5,1.49,1.46,1.3,1.6,68,1.2,1.8,95,1.41,204.98634,-83.90832
2088,70861,6382,217,4.35,0.14,,,2320,2739,2943,1753,5694,68,434,7499,95,1463,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.2,217.35859,-80.10334
2185,74240,6559,223,4.02,0.14,,,2093,2371,2271,1585,4097,68,562,6494,95,2303,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.42,227.579,-79.6128
2629,87931,7113,242,3.85,0.14,,,593,740,1172,410,1679,68,84,2175,95,1361,1.43,1.43,1.44,1.4,1.5,68,1.3,1.6,95,1.75,269.43654,-83.23563
2605,87165,6420,218,4.25,0.14,,,1956,2372,2778,1372,5309,68,316,7499,95,2531,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.22,267.13227,-82.7743
2631,87968,6659,226,4.2,0.14,,,1360,1664,1967,920,3254,68,211,5309,95,1861,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.33,269.5389,-81.45341
2387,80200,6537,222,3.84,0.14,,,2434,2490,2337,1745,3550,63,1000,6131,95,2007,1.31,1.3,1.3,1.2,1.4,68,1.1,1.6,95,1.57,245.59192,-80.74582
2440,81805,6667,227,4.27,0.14,,,1055,1334,1804,628,3139,68,137,5158,95,1288,1.26,1.26,1.24,1.2,1.3,68,1.1,1.4,95,1.31,250.62992,-77.54749
2328,78360,6814,232,4.13,0.14,,,1637,1781,1804,1296,2661,68,487,4870,95,1737,1.4,1.42,1.38,1.3,1.5,68,1.2,1.6,95,1.42,239.97972,-78.02727
2172,73834,6896,234,4.24,0.14,,,1435,1613,1655,1138,2522,68,355,4467,95,1062,1.41,1.41,1.38,1.3,1.5,68,1.2,1.6,95,1.39,226.34132,-78.1672
1937,65771,6827,232,4.44,0.14,,,1363,1631,1703,818,3548,68,211,6494,95,59,1.31,1.34,1.3,1.2,1.4,68,1.1,1.5,95,1.34,202.25905,-80.25738
1903,64921,8100,275,4.34,0.14,,,396,516,718,316,944,68,69,1090,95,18,1.71,1.7,1.66,1.6,1.8,68,1.6,1.9,95,1.67,199.59961,-78.82313
1923,65470,6491,221,4.32,0.14,,,1630,2054,2406,1090,4597,68,244,6879,95,1347,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.24,201.29022,-78.95227
1728,60000,15567,529,4.12,0.14,221,0,21,26,40,14,65,68,4,77,95,60,4.27,4.26,4.22,4.1,4.4,68,4.0,4.6,95,4.48,184.58677,-79.31224
2042,69313,6121,208,4.32,0.14,,,2788,3458,4664,2245,7034,68,596,8913,95,4056,1.11,1.1,1.07,1.0,1.1,68,1.0,1.2,95,1.09,212.80565,-74.13693
1999,67630,7545,257,4.21,0.14,,,642,821,1044,546,1334,68,122,1585,95,778,1.58,1.58,1.55,1.5,1.6,68,1.4,1.8,95,1.57,207.86116,-73.14372
2152,73052,6368,217,4.24,0.14,,,1592,1957,2778,1000,5623,68,200,7499,95,2840,1.13,1.12,1.07,1.0,1.2,68,1.0,1.3,95,1.21,223.94217,-73.16662
2512,84001,6538,222,3.97,0.14,,,2396,2317,2207,1694,2907,68,1454,4732,95,2302,1.44,1.44,1.44,1.3,1.6,68,1.1,1.7,95,1.45,257.56811,-75.37654
2369,79556,6465,220,4.29,0.14,,,2063,2512,2623,1494,5146,68,376,7286,95,1846,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.23,243.50766,-72.32738
2603,87142,6837,232,4.26,0.14,,,938,1174,1562,644,2464,68,126,3548,95,982,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.37,267.06648,-67.69609
2492,83243,6325,215,4.29,0.14,,,2707,3117,3208,2109,5922,68,631,7943,95,2688,1.18,1.17,1.13,1.1,1.3,68,1.0,1.3,95,1.17,255.19289,-64.55033
2467,82533,6409,218,3.91,0.14,,,2887,2791,2476,1982,3977,68,1631,5788,95,2591,1.36,1.35,1.38,1.2,1.5,68,1.1,1.7,95,1.44,253.05173,-62.73722
2481,83089,6636,226,3.98,0.14,,,1225,1540,1967,729,3447,68,163,5788,95,2125,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.47,254.673,-61.74164
2269,76736,9542,324,4.41,0.14,146,1,352,348,350,294,387,68,277,463,95,10,3.02,3.05,3.07,2.8,3.2,67,2.6,3.4,95,2.16,235.04815,-70.22788
2374,79797,8568,291,4.45,0.14,,,432,535,640,387,794,68,106,917,95,14,1.88,1.87,1.83,1.7,2.0,68,1.7,2.1,95,1.96,244.27254,-67.94128
2210,74946,9306,316,3.39,0.14,,,113,133,186,67,345,68,19,460,95,350,1.99,1.98,1.97,1.9,2.1,68,1.8,2.2,95,3.1,229.72742,-68.67955
2257,76407,7082,241,3.94,0.14,,,1368,1461,1433,1176,1908,68,579,2661,95,1478,1.53,1.52,1.46,1.4,1.6,68,1.3,1.8,95,1.65,234.07361,-65.61329
2275,76843,7246,246,4.22,0.14,,,724,919,1206,558,1710,68,115,2175,95,884,1.48,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.49,235.35619,-65.06815
2308,77675,6516,222,4.22,0.14,,,1728,2175,2778,1122,5957,68,237,7943,95,2216,1.17,1.16,1.1,1.0,1.2,68,1.0,1.4,95,1.27,237.86985,-64.18168
2314,77952,7458,254,4.15,0.14,,,674,891,1075,574,1435,68,126,1679,95,1038,1.56,1.55,1.52,1.5,1.6,68,1.4,1.7,95,1.59,238.78568,-63.43073
2401,80645,7045,240,4.28,0.14,,,735,935,1353,548,1880,68,112,2371,95,398,1.42,1.45,1.41,1.3,1.5,68,1.3,1.6,95,1.43,246.98894,-64.05794
2402,80647,6726,229,4.33,0.14,,,1879,1854,1804,1473,2307,68,1148,2970,94,228,1.57,1.56,1.52,1.4,1.7,68,1.3,1.9,95,1.33,246.99017,-62.59898
2441,81836,6796,231,4.13,0.14,,,1870,1872,1804,1447,2399,68,1059,4217,95,1781,1.47,1.47,1.44,1.3,1.6,68,1.2,1.8,95,1.41,250.73677,-60.92625
2390,80336,7607,259,4.22,0.14,,,1049,1073,1075,944,1259,68,750,1454,95,731,1.8,1.79,1.75,1.6,1.9,68,1.5,2.1,95,1.59,246.00407,-58.60565
2334,78603,11327,385,4.42,0.14,240,0,97,122,180,75,250,68,18,274,95,5,2.68,2.67,2.65,2.5,2.8,68,2.5,2.9,95,2.97,240.71872,-62.54159
2338,78674,6415,218,3.91,0.14,,,2929,2957,2623,2079,4471,68,1372,6494,95,2679,1.28,1.27,1.21,1.1,1.4,68,1.1,1.5,95,1.43,240.91926,-61.47094
2318,78045,9276,315,4.26,0.14,94,0,171,207,321,122,487,68,29,562,95,259,2.01,2.0,1.97,1.9,2.1,68,1.8,2.2,95,2.02,239.02463,-60.48249
2290,77149,6830,232,4.26,0.14,,,1090,1358,1655,794,2573,68,173,4097,95,931,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.37,236.27303,-61.2979
2299,77463,6624,225,4.03,0.14,,,1995,2150,2144,1470,3257,68,631,5788,95,2178,1.33,1.32,1.3,1.2,1.4,68,1.1,1.5,95,1.43,237.23578,-60.36764
